quoteId,claimId,customerId,customerName,cancellationDate,cancelReasonDescription,controllingStateOrProvinceCode,effectiveDate,expirationDate,id,lineOfBusinessCode,number,originalEffectiveDate,parentEntityId,parentEntityTypeName,statusCode,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,durationInMonths,totalPremium,claimAmount,givenName,surname
Q1246,C1246,246,Ian Leach,6/30/2041,Cancellation due to non-payment,NY,6/30/2040,7/1/2041,P1246,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9472.94449624428,82,Consulting,9195281,Credit Card,1,12,9354.86706328952,8854.86706328952,Ian,Leach
Q1247,C1247,247,Charles Williamson,7/31/2041,Cancellation due to non-payment,NY,7/31/2040,8/1/2041,P1247,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4674.67623443557,58,Consulting,901849,Credit Card,1,12,4853.65733485582,4353.65733485582,Charles,Williamson
Q1248,C1248,248,Tracy Farrell,8/31/2041,Cancellation due to non-payment,NY,8/31/2040,9/1/2041,P1248,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9246.44875010776,75,Manufacturing,1261068,Credit Card,1,12,9699.89337139302,9199.89337139302,Tracy,Farrell
Q1249,C1249,249,Tiffany Allen,9/30/2041,Cancellation due to non-payment,NY,9/30/2040,10/1/2041,P1249,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10079.648232708,57,Construction,7470131,Credit Card,1,12,9672.57979380327,9172.57979380327,Tiffany,Allen
Q1250,C1250,250,Peggy Wells,10/31/2041,Cancellation due to non-payment,NY,10/31/2040,11/1/2041,P1250,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8778.3035698008,23,Technology,1135891,Credit Card,1,12,8677.08509920624,8177.08509920624,Peggy,Wells
Q1251,C1251,251,Jeffrey Lee,11/30/2041,Cancellation due to non-payment,NY,11/30/2040,12/1/2041,P1251,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3758.27732683061,48,Construction,853494,Cheque,1,12,3650.04002862627,3150.04002862627,Jeffrey,Lee
Q1252,C1252,252,Jacqueline Ware,12/31/2041,Cancellation due to non-payment,NY,12/31/2040,1/1/2042,P1252,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4457.6276621524,22,Consulting,8911785,Credit Card,1,12,4465.87955741732,3965.87955741732,Jacqueline,Ware
Q1253,C1253,253,Johnathan Martin,1/31/2042,Cancellation due to non-payment,NY,1/31/2041,2/1/2042,P1253,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8328.81013171097,17,Construction,9131370,Cheque,1,12,8660.23004365171,8160.23004365171,Johnathan,Martin
Q1254,C1254,254,Madeline Jacobs,2/28/2042,Cancellation due to non-payment,NY,2/28/2041,3/1/2042,P1254,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3707.90844236014,69,Technology,7711432,ACH Transfer,1,12,3852.29804640649,3352.29804640649,Madeline,Jacobs
Q1255,C1255,255,Nicole Stevens,3/31/2042,Cancellation due to non-payment,NY,3/31/2041,4/1/2042,P1255,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2572.29802209755,11,Manufacturing,9256484,Credit Card,1,12,2525.43472017483,2025.43472017483,Nicole,Stevens
Q1256,C1256,256,Ashley Davis,4/30/2042,Cancellation due to non-payment,NY,4/30/2041,5/1/2042,P1256,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5969.3167624798,94,Retail,3804697,Cheque,1,12,6011.21136212515,5511.21136212515,Ashley,Davis
Q1257,C1257,257,Brooke Miller,5/31/2042,Cancellation due to non-payment,NY,5/31/2041,6/1/2042,P1257,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9143.12575395873,15,Construction,5377420,ACH Transfer,1,12,9425.39296744703,8925.39296744703,Brooke,Miller
Q1258,C1258,258,Karina Young,6/30/2042,Cancellation due to non-payment,NY,6/30/2041,7/1/2042,P1258,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7258.16222341863,91,Retail,9694792,ACH Transfer,1,12,7264.26817007475,6764.26817007475,Karina,Young
Q1259,C1259,259,Karen Edwards,7/31/2042,Cancellation due to non-payment,NY,7/31/2041,8/1/2042,P1259,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5863.3866175909,35,Consulting,5427580,ACH Transfer,1,12,6130.55053080428,5630.55053080428,Karen,Edwards
Q1260,C1260,260,Christina Oliver,8/31/2042,Cancellation due to non-payment,NY,8/31/2041,9/1/2042,P1260,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1889.95470821312,33,Manufacturing,7372003,Cheque,1,12,1874.58844393691,1374.58844393691,Christina,Oliver
Q1261,C1261,261,Julie Ramirez,9/30/2042,Cancellation due to non-payment,NY,9/30/2041,10/1/2042,P1261,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6384.1007276172,84,Manufacturing,1860511,Credit Card,1,12,6535.06504029252,6035.06504029252,Julie,Ramirez
Q1262,C1262,262,Curtis Lopez,10/31/2042,Cancellation due to non-payment,NY,10/31/2041,11/1/2042,P1262,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10205.3801408995,16,Construction,3641815,Credit Card,1,12,9910.48465093837,9410.48465093837,Curtis,Lopez
Q1263,C1263,263,James Lopez,11/30/2042,Cancellation due to non-payment,NY,11/30/2041,12/1/2042,P1263,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2217.88360060905,34,Manufacturing,8534610,Cheque,1,12,2260.75613712871,1760.75613712871,James,Lopez
Q1264,C1264,264,Jenna Nolan,12/31/2042,Cancellation due to non-payment,NY,12/31/2041,1/1/2043,P1264,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5639.59923407841,66,Construction,7489844,Credit Card,1,12,5664.96687127363,5164.96687127363,Jenna,Nolan
Q1265,C1265,265,Derrick Miller,1/31/2043,Cancellation due to non-payment,NY,1/31/2042,2/1/2043,P1265,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8461.87781289179,99,Construction,4710146,Cheque,1,12,8896.35764735159,8396.35764735159,Derrick,Miller
Q1266,C1266,266,Victoria Owen,2/28/2043,Cancellation due to non-payment,NY,2/28/2042,3/1/2043,P1266,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7339.11611341685,40,Retail,9203947,Credit Card,1,12,7666.91755978784,7166.91755978784,Victoria,Owen
Q1267,C1267,267,Sherry French,3/31/2043,Cancellation due to non-payment,NY,3/31/2042,4/1/2043,P1267,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7194.95070949941,28,Manufacturing,4239289,ACH Transfer,1,12,7273.14166895741,6773.14166895741,Sherry,French
Q1268,C1268,268,Cynthia Diaz,4/30/2043,Cancellation due to non-payment,NY,4/30/2042,5/1/2043,P1268,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7307.66725496998,47,Construction,5451826,Credit Card,1,12,7322.35675588398,6822.35675588398,Cynthia,Diaz
Q1269,C1269,269,Megan Rhodes,5/31/2043,Cancellation due to non-payment,NY,5/31/2042,6/1/2043,P1269,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4277.78326757986,39,Retail,6490459,Cheque,1,12,4235.42036097779,3735.42036097779,Megan,Rhodes
Q1270,C1270,270,Allison Baker,6/30/2043,Cancellation due to non-payment,NY,6/30/2042,7/1/2043,P1270,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3566.44330527993,70,Technology,1884006,Cheque,1,12,3642.32659838044,3142.32659838044,Allison,Baker
Q1271,C1271,271,Christian Phillips,7/31/2043,Cancellation due to non-payment,NY,7/31/2042,8/1/2043,P1271,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8445.77827610676,73,Retail,6172310,ACH Transfer,1,12,8284.25039930662,7784.25039930662,Christian,Phillips
Q1272,C1272,272,James Perez,8/31/2043,Cancellation due to non-payment,NY,8/31/2042,9/1/2043,P1272,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8589.5987717498,20,Retail,5013478,Cheque,1,12,8291.02055211262,7791.02055211262,James,Perez
Q1273,C1273,273,Cory Williamson,9/30/2043,Cancellation due to non-payment,NY,9/30/2042,10/1/2043,P1273,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9050.02190732729,1,Construction,9117497,Credit Card,1,12,8803.65086722093,8303.65086722093,Cory,Williamson
Q1274,C1274,274,Vicki Meyer,10/31/2043,Cancellation due to non-payment,NY,10/31/2042,11/1/2043,P1274,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8794.73197305015,72,Consulting,8403143,Credit Card,1,12,9219.16497300824,8719.16497300824,Vicki,Meyer
Q1275,C1275,275,Douglas Beard,11/30/2043,Cancellation due to non-payment,NY,11/30/2042,12/1/2043,P1275,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5591.16142255894,87,Consulting,6453300,ACH Transfer,1,12,5602.08158974844,5102.08158974844,Douglas,Beard
Q1276,C1276,276,Shannon Watson,12/31/2043,Cancellation due to non-payment,NY,12/31/2042,1/1/2044,P1276,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5295.8191122704,63,Consulting,6068333,Cheque,1,12,5513.64665218479,5013.64665218479,Shannon,Watson
Q1277,C1277,277,Heather Acosta,1/31/2044,Cancellation due to non-payment,NY,1/31/2043,2/1/2044,P1277,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7973.52931408257,67,Retail,9414387,ACH Transfer,1,12,8184.65661070097,7684.65661070097,Heather,Acosta
Q1278,C1278,278,Alan Phelps,2/28/2044,Cancellation due to non-payment,NY,2/28/2043,2/29/2044,P1278,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7183.02345520077,4,Construction,6310958,Credit Card,1,12,6849.67537699988,6349.67537699988,Alan,Phelps
Q1279,C1279,279,Jessica Jones,3/31/2044,Cancellation due to non-payment,NY,3/31/2043,4/1/2044,P1279,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7056.09079098985,58,Manufacturing,6701457,ACH Transfer,1,12,7317.70189531933,6817.70189531933,Jessica,Jones
Q1280,C1280,280,Martha Hill,4/30/2044,Cancellation due to non-payment,NY,4/30/2043,5/1/2044,P1280,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8161.22652087039,25,Retail,6779155,Cheque,1,12,8162.13402492491,7662.13402492491,Martha,Hill
Q1281,C1281,281,Daniel Harvey,5/31/2044,Cancellation due to non-payment,NY,5/31/2043,6/1/2044,P1281,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9116.50696102846,47,Retail,5837580,ACH Transfer,1,12,9010.04807635809,8510.04807635809,Daniel,Harvey
Q1282,C1282,282,Jennifer Newton,6/30/2044,Cancellation due to non-payment,NY,6/30/2043,7/1/2044,P1282,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4123.79187024662,38,Construction,5625724,Cheque,1,12,4041.95641166382,3541.95641166382,Jennifer,Newton
Q1283,C1283,283,Kimberly Bowen,7/31/2044,Cancellation due to non-payment,NY,7/31/2043,8/1/2044,P1283,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4406.37416790677,15,Technology,6125095,Cheque,1,12,4380.24657375949,3880.24657375949,Kimberly,Bowen
Q1284,C1284,284,Ricardo Mayo,8/31/2044,Cancellation due to non-payment,NY,8/31/2043,9/1/2044,P1284,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1755.34912525625,63,Retail,325391,Credit Card,1,12,1845.83745856782,1345.83745856782,Ricardo,Mayo
Q1285,C1285,285,Marc Erickson,9/30/2044,Cancellation due to non-payment,NY,9/30/2043,10/1/2044,P1285,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6096.8488185667,21,Technology,6798541,Credit Card,1,12,6204.52126896556,5704.52126896556,Marc,Erickson
Q1286,C1286,286,Paul Peterson,10/31/2044,Cancellation due to non-payment,NY,10/31/2043,11/1/2044,P1286,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1325.82456557148,99,Technology,291387,Credit Card,1,12,1323.48046417067,823.48046417067,Paul,Peterson
Q1287,C1287,287,Jeremy Howard,11/30/2044,Cancellation due to non-payment,NY,11/30/2043,12/1/2044,P1287,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4976.46912602288,57,Consulting,3732632,Cheque,1,12,5190.38216319214,4690.38216319214,Jeremy,Howard
Q1288,C1288,288,Eric Cook,12/31/2044,Cancellation due to non-payment,NY,12/31/2043,1/1/2045,P1288,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5795.91356057487,53,Construction,4708474,ACH Transfer,1,12,5883.80171236818,5383.80171236818,Eric,Cook
Q1289,C1289,289,Tracy Gonzalez,1/31/2045,Cancellation due to non-payment,NY,1/31/2044,2/1/2045,P1289,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3411.81067090683,46,Technology,9862681,Cheque,1,12,3578.87126915455,3078.87126915455,Tracy,Gonzalez
Q1290,C1290,290,Joshua Williams,2/28/2045,Cancellation due to non-payment,NY,2/29/2044,3/1/2045,P1290,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6051.26633829678,14,Construction,2635394,Credit Card,1,12,6317.49934512109,5817.49934512109,Joshua,Williams
Q1291,C1291,291,Denise Miller,3/31/2045,Cancellation due to non-payment,NY,3/31/2044,4/1/2045,P1291,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1261.36509781672,76,Consulting,5696526,Credit Card,1,12,1274.50224945144,774.50224945144,Denise,Miller
Q1292,C1292,292,Michael Thompson,4/30/2045,Cancellation due to non-payment,NY,4/30/2044,5/1/2045,P1292,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1287.05961293888,17,Construction,9913271,ACH Transfer,1,12,1336.13369874292,836.13369874292,Michael,Thompson
Q1293,C1293,293,Rachel Pacheco,5/31/2045,Cancellation due to non-payment,NY,5/31/2044,6/1/2045,P1293,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8460.16235644572,39,Retail,3391070,Credit Card,1,12,8403.40504593692,7903.40504593692,Rachel,Pacheco
Q1294,C1294,294,Ryan Cantu,6/30/2045,Cancellation due to non-payment,NY,6/30/2044,7/1/2045,P1294,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4322.08142749775,9,Technology,786268,Credit Card,1,12,4241.71577270136,3741.71577270136,Ryan,Cantu
Q1295,C1295,295,Catherine Jennings,7/31/2045,Cancellation due to non-payment,NY,7/31/2044,8/1/2045,P1295,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2207.97671385449,99,Construction,901955,Credit Card,1,12,2143.54461386696,1643.54461386696,Catherine,Jennings
Q1296,C1296,296,Kevin Hill,8/31/2045,Cancellation due to non-payment,NY,8/31/2044,9/1/2045,P1296,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5529.26930234271,77,Manufacturing,9599617,ACH Transfer,1,12,5700.18934049323,5200.18934049323,Kevin,Hill
Q1297,C1297,297,Laura Griffin,9/30/2045,Cancellation due to non-payment,NY,9/30/2044,10/1/2045,P1297,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7666.25759495524,79,Construction,2113148,Cheque,1,12,7929.94197788749,7429.94197788749,Laura,Griffin
Q1298,C1298,298,David Stewart,10/31/2045,Cancellation due to non-payment,NY,10/31/2044,11/1/2045,P1298,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2826.03771400113,82,Technology,6935735,Credit Card,1,12,2942.38924747158,2442.38924747158,David,Stewart
Q1299,C1299,299,Douglas Gomez,11/30/2045,Cancellation due to non-payment,NY,11/30/2044,12/1/2045,P1299,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6696.14030007427,97,Consulting,4567223,ACH Transfer,1,12,6606.014282371,6106.014282371,Douglas,Gomez
Q1300,C1300,300,Melissa Martin,12/31/2045,Cancellation due to non-payment,NY,12/31/2044,1/1/2046,P1300,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1804.63471944716,6,Consulting,2544291,Credit Card,1,12,1768.12718494391,1268.12718494391,Melissa,Martin
Q1301,C1301,301,Matthew Miranda,1/31/2046,Cancellation due to non-payment,NY,1/31/2045,2/1/2046,P1301,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1396.50651417086,91,Technology,247745,ACH Transfer,1,12,1465.13549051746,965.13549051746,Matthew,Miranda
Q1302,C1302,302,Emily Rodriguez,2/28/2046,Cancellation due to non-payment,NY,2/28/2045,3/1/2046,P1302,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6034.41796638719,23,Retail,3892824,Credit Card,1,12,5782.19168411333,5282.19168411333,Emily,Rodriguez
Q1303,C1303,303,Shelley Edwards,3/31/2046,Cancellation due to non-payment,NY,3/31/2045,4/1/2046,P1303,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5602.91516926299,59,Retail,237686,ACH Transfer,1,12,5865.71609449095,5365.71609449095,Shelley,Edwards
Q1304,C1304,304,Melissa Whitney,4/30/2046,Cancellation due to non-payment,NY,4/30/2045,5/1/2046,P1304,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6764.68991406284,91,Consulting,5350295,Credit Card,1,12,6736.86911348385,6236.86911348385,Melissa,Whitney
Q1305,C1305,305,Amanda Santiago,5/31/2046,Cancellation due to non-payment,NY,5/31/2045,6/1/2046,P1305,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7692.34538370622,98,Consulting,4251923,Cheque,1,12,7534.82200350395,7034.82200350395,Amanda,Santiago
Q1306,C1306,306,Daniel Owens,6/30/2046,Cancellation due to non-payment,NY,6/30/2045,7/1/2046,P1306,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10145.575519279,46,Technology,5779980,Credit Card,1,12,9782.66871516281,9282.66871516281,Daniel,Owens
Q1307,C1307,307,Jennifer Reynolds,7/31/2046,Cancellation due to non-payment,NY,7/31/2045,8/1/2046,P1307,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5767.59166978803,38,Retail,5249534,ACH Transfer,1,12,5646.70313471075,5146.70313471075,Jennifer,Reynolds
Q1308,C1308,308,William Yoder,8/31/2046,Cancellation due to non-payment,NY,8/31/2045,9/1/2046,P1308,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4024.48159852418,14,Consulting,3414344,Credit Card,1,12,3906.60825647121,3406.60825647121,William,Yoder
Q1309,C1309,309,Ronald Hanson,9/30/2046,Cancellation due to non-payment,NY,9/30/2045,10/1/2046,P1309,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8025.72048075615,72,Retail,149976,Cheque,1,12,8156.67575291833,7656.67575291833,Ronald,Hanson
Q1310,C1310,310,Carrie Perez,10/31/2046,Cancellation due to non-payment,NY,10/31/2045,11/1/2046,P1310,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3545.71108761214,62,Consulting,2622620,Credit Card,1,12,3437.49026135866,2937.49026135866,Carrie,Perez
Q1311,C1311,311,Tina Martinez,11/30/2046,Cancellation due to non-payment,NY,11/30/2045,12/1/2046,P1311,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4742.86844681504,35,Construction,2127320,ACH Transfer,1,12,4950.74278635072,4450.74278635072,Tina,Martinez
Q1312,C1312,312,Meredith Serrano,12/31/2046,Cancellation due to non-payment,NY,12/31/2045,1/1/2047,P1312,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1773.46739520179,19,Manufacturing,1912105,ACH Transfer,1,12,1706.10743208039,1206.10743208039,Meredith,Serrano
Q1313,C1313,313,Larry Thomas,1/31/2047,Cancellation due to non-payment,NY,1/31/2046,2/1/2047,P1313,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1234.00178025925,30,Construction,5861703,Cheque,1,12,1228.15669073911,728.15669073911,Larry,Thomas
Q1314,C1314,314,Casey Lawson,2/28/2047,Cancellation due to non-payment,NY,2/28/2046,3/1/2047,P1314,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,9970.46708480928,78,Consulting,2047238,ACH Transfer,1,12,9663.83573210132,9163.83573210132,Casey,Lawson
Q1315,C1315,315,Kristen Santos,3/31/2047,Cancellation due to non-payment,NY,3/31/2046,4/1/2047,P1315,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8483.17804343252,84,Manufacturing,9884404,Credit Card,1,12,8523.82108460985,8023.82108460985,Kristen,Santos
Q1316,C1316,316,Lauren Green,4/30/2047,Cancellation due to non-payment,NY,4/30/2046,5/1/2047,P1316,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7368.05935954738,25,Manufacturing,6430034,Credit Card,1,12,7263.76785484328,6763.76785484328,Lauren,Green
Q1317,C1317,317,Rebecca Parker,5/31/2047,Cancellation due to non-payment,NY,5/31/2046,6/1/2047,P1317,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4692.93446715921,40,Consulting,4909045,Credit Card,1,12,4680.57649972843,4180.57649972843,Rebecca,Parker
Q1318,C1318,318,Joseph Davis,6/30/2047,Cancellation due to non-payment,NY,6/30/2046,7/1/2047,P1318,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2618.92766665045,88,Consulting,8697467,ACH Transfer,1,12,2559.64888063761,2059.64888063761,Joseph,Davis
Q1319,C1319,319,Sandra Oneill,7/31/2047,Cancellation due to non-payment,NY,7/31/2046,8/1/2047,P1319,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2307.19267072478,14,Retail,6502891,Credit Card,1,12,2407.93338403977,1907.93338403977,Sandra,Oneill
Q1320,C1320,320,Christopher Adams,8/31/2047,Cancellation due to non-payment,NY,8/31/2046,9/1/2047,P1320,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3109.20440007361,26,Consulting,7131845,Credit Card,1,12,3252.18608348135,2752.18608348135,Christopher,Adams
Q1321,C1321,321,Nathan Bush,9/30/2047,Cancellation due to non-payment,NY,9/30/2046,10/1/2047,P1321,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5792.74242318648,87,Technology,5494418,Credit Card,1,12,5943.03998235508,5443.03998235508,Nathan,Bush
Q1322,C1322,322,Crystal Lewis,10/31/2047,Cancellation due to non-payment,NY,10/31/2046,11/1/2047,P1322,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7178.35858720448,22,Consulting,145475,Cheque,1,12,7431.36330430056,6931.36330430056,Crystal,Lewis
Q1323,C1323,323,Matthew Day,11/30/2047,Cancellation due to non-payment,NY,11/30/2046,12/1/2047,P1323,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7199.86022895264,48,Technology,8180552,ACH Transfer,1,12,6941.77639045958,6441.77639045958,Matthew,Day
Q1324,C1324,324,Antonio Greene,12/31/2047,Cancellation due to non-payment,NY,12/31/2046,1/1/2048,P1324,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3420.58510079519,83,Consulting,3403364,ACH Transfer,1,12,3519.40507251348,3019.40507251348,Antonio,Greene
Q1325,C1325,325,Danny Ross,1/31/2048,Cancellation due to non-payment,NY,1/31/2047,2/1/2048,P1325,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,10050.3225415006,51,Retail,5496364,ACH Transfer,1,12,9593.78752596874,9093.78752596874,Danny,Ross
Q1326,C1326,326,Alexis Perry,2/28/2048,Cancellation due to non-payment,NY,2/28/2047,2/29/2048,P1326,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7516.44314632204,3,Technology,3339254,Cheque,1,12,7641.07225026191,7141.07225026191,Alexis,Perry
Q1327,C1327,327,Denise Ramirez,3/31/2048,Cancellation due to non-payment,NY,3/31/2047,4/1/2048,P1327,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,5798.8009646786,42,Construction,1199577,ACH Transfer,1,12,5989.1864726026,5489.1864726026,Denise,Ramirez
Q1328,C1328,328,Tamara Todd,4/30/2048,Cancellation due to non-payment,NY,4/30/2047,5/1/2048,P1328,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,6693.94969509837,19,Technology,9332689,Cheque,1,12,6505.48671610917,6005.48671610917,Tamara,Todd
Q1329,C1329,329,Gloria Peterson,5/31/2048,Cancellation due to non-payment,NY,5/31/2047,6/1/2048,P1329,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4852.20575265734,73,Retail,6583485,Cheque,1,12,4776.4005618501,4276.4005618501,Gloria,Peterson
Q1330,C1330,330,Joseph Davis,6/30/2048,Cancellation due to non-payment,NY,6/30/2047,7/1/2048,P1330,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,3228.99619790216,28,Technology,4723037,ACH Transfer,1,12,3229.57890551041,2729.57890551041,Joseph,Davis
Q1331,C1331,331,Brittany Smith,7/31/2048,Cancellation due to non-payment,NY,7/31/2047,8/1/2048,P1331,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,4227.02758332934,84,Consulting,7059972,Credit Card,1,12,4203.75410786135,3703.75410786135,Brittany,Smith
Q1332,C1332,332,Shane Vega,8/31/2048,Cancellation due to non-payment,NY,8/31/2047,9/1/2048,P1332,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7992.04426557,45,Consulting,7332024,Credit Card,1,12,7820.61499417932,7320.61499417932,Shane,Vega
Q1333,C1333,333,Jacob Mueller,9/30/2048,Cancellation due to non-payment,NY,9/30/2047,10/1/2048,P1333,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1098.86923656713,71,Retail,1702970,ACH Transfer,1,12,1129.5413976678,629.5413976678,Jacob,Mueller
Q1334,C1334,334,Joseph Nixon,10/31/2048,Cancellation due to non-payment,NY,10/31/2047,11/1/2048,P1334,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,2146.13686555678,78,Manufacturing,8291922,ACH Transfer,1,12,2044.65376456224,1544.65376456224,Joseph,Nixon
Q1335,C1335,335,Martin Price,11/30/2048,Cancellation due to non-payment,NY,11/30/2047,12/1/2048,P1335,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1481.1606602958,63,Consulting,8374125,Cheque,1,12,1414.02377819577,914.02377819577,Martin,Price
Q1336,C1336,336,Michael Gaines,12/31/2048,Cancellation due to non-payment,NY,12/31/2047,1/1/2049,P1336,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,1387.10211615184,73,Construction,1631064,ACH Transfer,1,12,1366.55922087073,866.55922087073,Michael,Gaines
Q1337,C1337,337,Robert Hall,1/31/2049,Cancellation due to non-payment,NY,1/31/2048,2/1/2049,P1337,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,8437.77286983317,19,Retail,4511887,Cheque,1,12,8699.14525609906,8199.14525609906,Robert,Hall
Q1338,C1338,338,Erica Blair,2/28/2049,Cancellation due to non-payment,NY,2/29/2048,3/1/2049,P1338,GL,POLICY987654321,2022/11/04,ENTITY456,Business,ACTIVE,7465.08067600546,47,Technology,8715797,ACH Transfer,1,12,7332.92073442021,6832.92073442021,Erica,Blair
