quoteId,claimId,customerId,customerName,givenName,surname,cancelReasonDescription,controllingStateOrProvinceCode,id,statusCode,parentEntityId,parentEntityTypeName,lineOfBusinessCode,number,totalPremium,effectiveDate,originalEffectiveDate,cancellationDate,expirationDate,RenewalDate,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,claimAmount,durationInMonths,RenewalStatus
Q1253,C1253,253,Heather Dixon,Heather,Dixon,Cancellation due to non-payment,NY,1253,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8660.23,2041-01-31,2022-11-04,,2042-01-31,2042-02-01,8328.81,11,Construction,6390602.13,Cheque,1,8160.23,12,1
Q1254,C1254,254,Kristi Harmon,Kristi,Harmon,Cancellation due to non-payment,NY,1254,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3852.3,2041-02-28,2022-11-04,,2042-02-28,2042-03-01,3707.91,58,Consulting,6335224.48,Credit Card,0,3352.3,12,1
Q1255,C1255,255,Jocelyn Lowe,Jocelyn,Lowe,Cancellation due to non-payment,NY,1255,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2525.43,2041-03-31,2022-11-04,2041-10-31,2042-03-31,,2572.29,57,Retail,4091785.27,Cheque,1,2025.43,12,0
Q1256,C1256,256,Tracy Lopez,Tracy,Lopez,Cancellation due to non-payment,NY,1256,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6011.21,2041-04-30,2022-11-04,2041-11-18,2042-04-30,,5969.32,77,Consulting,7548739.03,Credit Card,1,5511.21,12,0
Q1257,C1257,257,Carlos Barnes,Carlos,Barnes,Cancellation due to non-payment,NY,1257,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9425.39,2041-05-31,2022-11-04,2042-01-09,2042-05-31,,9143.12,4,Consulting,5359810.78,ACH Transfer,1,8925.39,12,0
Q1258,C1258,258,Leslie Collins,Leslie,Collins,Cancellation due to non-payment,NY,1258,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7264.27,2041-06-30,2022-11-04,,2042-06-30,2042-07-01,7258.16,86,Technology,6806636.91,Cheque,1,6764.27,12,1
Q1259,C1259,259,Brian Rodriguez,Brian,Rodriguez,Cancellation due to non-payment,NY,1259,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6130.55,2041-07-31,2022-11-04,2041-11-26,2042-07-31,,5863.39,7,Retail,4341733.25,Credit Card,0,5630.55,12,0
Q1260,C1260,260,Joel Huerta,Joel,Huerta,Cancellation due to non-payment,NY,1260,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1874.59,2041-08-31,2022-11-04,,2042-08-31,2042-09-01,1889.96,61,Consulting,7341814.99,ACH Transfer,1,1374.59,12,1
Q1261,C1261,261,Linda Jones,Linda,Jones,Cancellation due to non-payment,NY,1261,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6535.07,2041-09-30,2022-11-04,,2042-09-30,2042-10-01,6384.11,54,Retail,8262268.02,Cheque,1,6035.07,12,1
Q1262,C1262,262,Rachel Adkins,Rachel,Adkins,Cancellation due to non-payment,NY,1262,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9910.48,2041-10-31,2022-11-04,,2042-10-31,2042-11-01,10205.38,88,Manufacturing,1549718.94,Credit Card,0,9410.48,12,1
Q1263,C1263,263,Megan Ayers,Megan,Ayers,Cancellation due to non-payment,NY,1263,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2260.76,2041-11-30,2022-11-04,,2042-11-30,2042-12-01,2217.89,68,Manufacturing,8346004.18,Cheque,1,1760.76,12,1
Q1264,C1264,264,Michael Fischer,Michael,Fischer,Cancellation due to non-payment,NY,1264,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5664.97,2041-12-31,2022-11-04,,2042-12-31,2043-01-01,5639.6,92,Manufacturing,5448935.66,Credit Card,1,5164.97,12,1
Q1265,C1265,265,Ryan Smith,Ryan,Smith,Cancellation due to non-payment,NY,1265,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8896.36,2042-01-31,2022-11-04,2042-05-31,2043-01-31,,8461.88,79,Consulting,8462192.5,ACH Transfer,0,8396.36,12,0
Q1266,C1266,266,Mary Pacheco,Mary,Pacheco,Cancellation due to non-payment,NY,1266,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7666.92,2042-02-28,2022-11-04,2042-06-17,2043-02-28,,7339.12,1,Manufacturing,4369886.89,ACH Transfer,0,7166.92,12,0
Q1267,C1267,267,Robert Potts,Robert,Potts,Cancellation due to non-payment,NY,1267,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7273.14,2042-03-31,2022-11-04,,2043-03-31,2043-04-01,7194.95,55,Technology,3852500.81,Cheque,0,6773.14,12,1
Q1268,C1268,268,Peter Baker,Peter,Baker,Cancellation due to non-payment,NY,1268,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7322.36,2042-04-30,2022-11-04,,2043-04-30,2043-05-01,7307.67,3,Technology,9159101.25,Cheque,1,6822.36,12,1
Q1269,C1269,269,David Hernandez,David,Hernandez,Cancellation due to non-payment,NY,1269,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4235.42,2042-05-31,2022-11-04,2042-10-18,2043-05-31,,4277.78,78,Consulting,2586575.75,Credit Card,1,3735.42,12,0
Q1270,C1270,270,Vincent Chavez,Vincent,Chavez,Cancellation due to non-payment,NY,1270,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3642.33,2042-06-30,2022-11-04,2042-11-09,2043-06-30,,3566.45,38,Retail,8457702.02,ACH Transfer,0,3142.33,12,0
Q1271,C1271,271,Travis Johnson,Travis,Johnson,Cancellation due to non-payment,NY,1271,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8284.25,2042-07-31,2022-11-04,,2043-07-31,2043-08-01,8445.78,1,Construction,4891803.67,Credit Card,0,7784.25,12,1
Q1272,C1272,272,Danny Gillespie,Danny,Gillespie,Cancellation due to non-payment,NY,1272,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8291.02,2042-08-31,2022-11-04,,2043-08-31,2043-09-01,8589.6,38,Retail,5189544.88,ACH Transfer,0,7791.02,12,1
Q1273,C1273,273,Tracy Burns,Tracy,Burns,Cancellation due to non-payment,NY,1273,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8803.65,2042-09-30,2022-11-04,2043-02-09,2043-09-30,,9050.02,85,Retail,3153835.99,Cheque,1,8303.65,12,0
Q1274,C1274,274,James Thornton,James,Thornton,Cancellation due to non-payment,NY,1274,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9219.16,2042-10-31,2022-11-04,2043-08-11,2043-10-31,,8794.73,29,Retail,5773117.79,Credit Card,1,8719.16,12,0
Q1275,C1275,275,Jeffery Lowe,Jeffery,Lowe,Cancellation due to non-payment,NY,1275,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5602.08,2042-11-30,2022-11-04,,2043-11-30,2043-12-01,5591.16,5,Retail,3319590.84,Credit Card,0,5102.08,12,1
Q1276,C1276,276,Francisco Hammond,Francisco,Hammond,Cancellation due to non-payment,NY,1276,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5513.65,2042-12-31,2022-11-04,2043-05-15,2043-12-31,,5295.82,74,Construction,488767.2,ACH Transfer,1,5013.65,12,0
Q1277,C1277,277,Amy James,Amy,James,Cancellation due to non-payment,NY,1277,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8184.66,2043-01-31,2022-11-04,2043-08-04,2044-01-31,,7973.53,92,Manufacturing,2792786.19,ACH Transfer,0,7684.66,12,0
Q1278,C1278,278,Gregory Garcia,Gregory,Garcia,Cancellation due to non-payment,NY,1278,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6849.68,2043-02-28,2022-11-04,,2044-02-28,2044-02-29,7183.03,21,Retail,163152.53,ACH Transfer,1,6349.68,12,1
Q1279,C1279,279,Vincent Smith,Vincent,Smith,Cancellation due to non-payment,NY,1279,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7317.7,2043-03-31,2022-11-04,,2044-03-31,2044-04-01,7056.09,71,Technology,9785712.39,Cheque,1,6817.7,12,1
Q1280,C1280,280,Matthew Green,Matthew,Green,Cancellation due to non-payment,NY,1280,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8162.13,2043-04-30,2022-11-04,,2044-04-30,2044-05-01,8161.22,67,Consulting,9660897.38,Credit Card,1,7662.13,12,1
Q1281,C1281,281,Christina Jones,Christina,Jones,Cancellation due to non-payment,NY,1281,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9010.05,2043-05-31,2022-11-04,2043-10-25,2044-05-31,,9116.51,47,Consulting,4012037.44,ACH Transfer,1,8510.05,12,0
Q1282,C1282,282,Frank Wilkins,Frank,Wilkins,Cancellation due to non-payment,NY,1282,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4041.96,2043-06-30,2022-11-04,,2044-06-30,2044-07-01,4123.8,84,Technology,7310871.46,Cheque,0,3541.96,12,1
Q1283,C1283,283,Carol Jackson,Carol,Jackson,Cancellation due to non-payment,NY,1283,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4380.25,2043-07-31,2022-11-04,2043-08-27,2044-07-31,,4406.38,83,Retail,3523480.37,ACH Transfer,1,3880.25,12,0
Q1284,C1284,284,Jillian Jones,Jillian,Jones,Cancellation due to non-payment,NY,1284,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1845.84,2043-08-31,2022-11-04,,2044-08-31,2044-09-01,1755.35,35,Construction,6743822.26,Credit Card,1,1345.84,12,1
Q1285,C1285,285,Blake Roberts,Blake,Roberts,Cancellation due to non-payment,NY,1285,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6204.52,2043-09-30,2022-11-04,,2044-09-30,2044-10-01,6096.85,68,Manufacturing,8073757.43,ACH Transfer,0,5704.52,12,1
Q1286,C1286,286,Rita Carlson,Rita,Carlson,Cancellation due to non-payment,NY,1286,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1323.48,2043-10-31,2022-11-04,2044-01-01,2044-10-31,,1325.82,69,Consulting,9472886.82,Credit Card,1,823.48,12,0
Q1287,C1287,287,Kimberly Dougherty,Kimberly,Dougherty,Cancellation due to non-payment,NY,1287,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5190.38,2043-11-30,2022-11-04,2044-01-16,2044-11-30,,4976.47,1,Manufacturing,4062101.53,Cheque,0,4690.38,12,0
Q1288,C1288,288,Suzanne Harris,Suzanne,Harris,Cancellation due to non-payment,NY,1288,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5883.8,2043-12-31,2022-11-04,,2044-12-31,2045-01-01,5795.91,68,Construction,7854650.03,Cheque,0,5383.8,12,1
Q1289,C1289,289,Craig Frazier,Craig,Frazier,Cancellation due to non-payment,NY,1289,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3578.87,2044-01-31,2022-11-04,,2045-01-31,2045-02-01,3411.81,12,Consulting,2732691.66,ACH Transfer,1,3078.87,12,1
Q1290,C1290,290,Jeffrey Smith,Jeffrey,Smith,Cancellation due to non-payment,NY,1290,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6317.5,2044-02-29,2022-11-04,2044-05-20,2045-02-28,,6051.27,60,Manufacturing,9904289.81,Credit Card,1,5817.5,12,0
Q1291,C1291,291,Roger Bates,Roger,Bates,Cancellation due to non-payment,NY,1291,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1274.5,2044-03-31,2022-11-04,,2045-03-31,2045-04-01,1261.36,27,Construction,355119.03,Credit Card,0,774.5,12,1
Q1292,C1292,292,Amy Santana,Amy,Santana,Cancellation due to non-payment,NY,1292,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1336.13,2044-04-30,2022-11-04,2045-04-29,2045-04-30,,1287.06,56,Manufacturing,6074935.18,Credit Card,0,836.13,12,0
Q1293,C1293,293,Aaron Burgess,Aaron,Burgess,Cancellation due to non-payment,NY,1293,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8403.41,2044-05-31,2022-11-04,2044-08-02,2045-05-31,,8460.17,23,Retail,6629109.22,ACH Transfer,0,7903.41,12,0
Q1294,C1294,294,Lauren Wilson,Lauren,Wilson,Cancellation due to non-payment,NY,1294,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4241.72,2044-06-30,2022-11-04,,2045-06-30,2045-07-01,4322.09,25,Construction,6911651.02,Credit Card,1,3741.72,12,1
Q1295,C1295,295,Erin Conley,Erin,Conley,Cancellation due to non-payment,NY,1295,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2143.54,2044-07-31,2022-11-04,2044-10-16,2045-07-31,,2207.97,21,Manufacturing,1291837.03,Credit Card,0,1643.54,12,0
Q1296,C1296,296,Christopher Ward,Christopher,Ward,Cancellation due to non-payment,NY,1296,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5700.19,2044-08-31,2022-11-04,2045-08-19,2045-08-31,,5529.27,61,Retail,9391444.86,Credit Card,0,5200.19,12,0
Q1297,C1297,297,Glenda Bradley,Glenda,Bradley,Cancellation due to non-payment,NY,1297,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7929.94,2044-09-30,2022-11-04,2045-04-13,2045-09-30,,7666.26,63,Retail,1893714.46,Credit Card,0,7429.94,12,0
Q1298,C1298,298,Tammy Parsons,Tammy,Parsons,Cancellation due to non-payment,NY,1298,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2942.39,2044-10-31,2022-11-04,,2045-10-31,2045-11-01,2826.04,52,Construction,6265258.69,ACH Transfer,1,2442.39,12,1
Q1299,C1299,299,James Lyons,James,Lyons,Cancellation due to non-payment,NY,1299,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6606.01,2044-11-30,2022-11-04,2044-12-21,2045-11-30,,6696.14,88,Technology,2304493.18,ACH Transfer,0,6106.01,12,0
Q1300,C1300,300,Donald Williams,Donald,Williams,Cancellation due to non-payment,NY,1300,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1768.13,2044-12-31,2022-11-04,,2045-12-31,2046-01-01,1804.64,25,Consulting,3141442.53,Credit Card,1,1268.13,12,1
Q1301,C1301,301,Brittany Lee,Brittany,Lee,Cancellation due to non-payment,NY,1301,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1465.14,2045-01-31,2022-11-04,,2046-01-31,2046-02-01,1396.51,55,Construction,5509939.56,Credit Card,1,965.14,12,1
Q1302,C1302,302,Leon Smith,Leon,Smith,Cancellation due to non-payment,NY,1302,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5782.19,2045-02-28,2022-11-04,,2046-02-28,2046-03-01,6034.42,46,Retail,4230214.84,Cheque,0,5282.19,12,1
Q1303,C1303,303,Lucas Smith,Lucas,Smith,Cancellation due to non-payment,NY,1303,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5865.72,2045-03-31,2022-11-04,2045-07-05,2046-03-31,,5602.92,32,Retail,1686233.45,Cheque,1,5365.72,12,0
Q1304,C1304,304,Andrew Hickman,Andrew,Hickman,Cancellation due to non-payment,NY,1304,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6736.87,2045-04-30,2022-11-04,2045-10-12,2046-04-30,,6764.69,55,Construction,1792270.38,Credit Card,0,6236.87,12,0
Q1305,C1305,305,John Gill,John,Gill,Cancellation due to non-payment,NY,1305,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7534.82,2045-05-31,2022-11-04,,2046-05-31,2046-06-01,7692.34,96,Technology,4239633.4,Credit Card,1,7034.82,12,1
Q1306,C1306,306,Jack Wong,Jack,Wong,Cancellation due to non-payment,NY,1306,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9782.67,2045-06-30,2022-11-04,,2046-06-30,2046-07-01,10145.58,5,Consulting,7597101.48,Cheque,1,9282.67,12,1
Q1307,C1307,307,Amanda Li,Amanda,Li,Cancellation due to non-payment,NY,1307,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5646.7,2045-07-31,2022-11-04,2046-07-26,2046-07-31,,5767.59,36,Manufacturing,8989850.0,Cheque,0,5146.7,12,0
Q1308,C1308,308,Brandon Rodriguez,Brandon,Rodriguez,Cancellation due to non-payment,NY,1308,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3906.61,2045-08-31,2022-11-04,,2046-08-31,2046-09-01,4024.48,49,Construction,932863.86,Credit Card,0,3406.61,12,1
Q1309,C1309,309,Kathleen Lyons,Kathleen,Lyons,Cancellation due to non-payment,NY,1309,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8156.68,2045-09-30,2022-11-04,,2046-09-30,2046-10-01,8025.72,58,Consulting,3991728.68,ACH Transfer,0,7656.68,12,1
Q1310,C1310,310,John Wilson,John,Wilson,Cancellation due to non-payment,NY,1310,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3437.49,2045-10-31,2022-11-04,2045-11-12,2046-10-31,,3545.71,39,Consulting,1092431.08,ACH Transfer,1,2937.49,12,0
Q1311,C1311,311,Jesus Cole,Jesus,Cole,Cancellation due to non-payment,NY,1311,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4950.74,2045-11-30,2022-11-04,,2046-11-30,2046-12-01,4742.87,80,Retail,264265.56,Credit Card,1,4450.74,12,1
Q1312,C1312,312,Robin Anderson,Robin,Anderson,Cancellation due to non-payment,NY,1312,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1706.11,2045-12-31,2022-11-04,2046-08-20,2046-12-31,,1773.47,97,Manufacturing,6651014.96,Credit Card,0,1206.11,12,0
Q1313,C1313,313,Alexander Romero,Alexander,Romero,Cancellation due to non-payment,NY,1313,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1228.16,2046-01-31,2022-11-04,2046-06-11,2047-01-31,,1234.01,85,Construction,6064249.48,Cheque,0,728.16,12,0
Q1314,C1314,314,Christopher Sanchez,Christopher,Sanchez,Cancellation due to non-payment,NY,1314,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9663.84,2046-02-28,2022-11-04,,2047-02-28,2047-03-01,9970.47,61,Retail,1713889.23,Cheque,1,9163.84,12,1
Q1315,C1315,315,Miguel Nunez,Miguel,Nunez,Cancellation due to non-payment,NY,1315,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8523.82,2046-03-31,2022-11-04,2047-01-13,2047-03-31,,8483.18,9,Retail,2414747.05,ACH Transfer,1,8023.82,12,0
Q1316,C1316,316,Veronica Davis,Veronica,Davis,Cancellation due to non-payment,NY,1316,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7263.77,2046-04-30,2022-11-04,2047-04-17,2047-04-30,,7368.06,6,Technology,334706.76,Credit Card,1,6763.77,12,0
Q1317,C1317,317,Melissa Underwood,Melissa,Underwood,Cancellation due to non-payment,NY,1317,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4680.58,2046-05-31,2022-11-04,2047-01-29,2047-05-31,,4692.94,35,Consulting,8365977.34,Cheque,0,4180.58,12,0
Q1318,C1318,318,Cynthia White,Cynthia,White,Cancellation due to non-payment,NY,1318,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2559.65,2046-06-30,2022-11-04,,2047-06-30,2047-07-01,2618.93,39,Construction,9749436.9,ACH Transfer,1,2059.65,12,1
Q1319,C1319,319,Bryan Ray,Bryan,Ray,Cancellation due to non-payment,NY,1319,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2407.93,2046-07-31,2022-11-04,,2047-07-31,2047-08-01,2307.19,22,Construction,1441049.41,ACH Transfer,0,1907.93,12,1
Q1320,C1320,320,Larry Patton,Larry,Patton,Cancellation due to non-payment,NY,1320,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3252.19,2046-08-31,2022-11-04,,2047-08-31,2047-09-01,3109.21,41,Construction,2391604.62,ACH Transfer,1,2752.19,12,1
Q1321,C1321,321,Marissa Lutz,Marissa,Lutz,Cancellation due to non-payment,NY,1321,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5943.04,2046-09-30,2022-11-04,2047-03-02,2047-09-30,,5792.74,5,Retail,8697254.29,Cheque,1,5443.04,12,0
Q1322,C1322,322,Aaron Cruz,Aaron,Cruz,Cancellation due to non-payment,NY,1322,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7431.36,2046-10-31,2022-11-04,2047-06-10,2047-10-31,,7178.36,42,Technology,9271991.6,Cheque,0,6931.36,12,0
Q1323,C1323,323,Loretta Parker,Loretta,Parker,Cancellation due to non-payment,NY,1323,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6941.78,2046-11-30,2022-11-04,,2047-11-30,2047-12-01,7199.86,87,Manufacturing,4254311.09,Credit Card,0,6441.78,12,1
Q1324,C1324,324,Mr. Vincent Morgan,Mr.,Morgan,Cancellation due to non-payment,NY,1324,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3519.41,2046-12-31,2022-11-04,,2047-12-31,2048-01-01,3420.59,81,Retail,601162.48,Credit Card,0,3019.41,12,1
Q1325,C1325,325,Patricia Alexander DDS,Patricia,DDS,Cancellation due to non-payment,NY,1325,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,9593.79,2047-01-31,2022-11-04,2047-03-29,2048-01-31,,10050.33,76,Manufacturing,489979.15,ACH Transfer,1,9093.79,12,0
Q1326,C1326,326,Paul Vargas,Paul,Vargas,Cancellation due to non-payment,NY,1326,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7641.07,2047-02-28,2022-11-04,,2048-02-28,2048-02-29,7516.44,87,Technology,5782103.67,ACH Transfer,1,7141.07,12,1
Q1327,C1327,327,Cynthia Parker,Cynthia,Parker,Cancellation due to non-payment,NY,1327,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5989.19,2047-03-31,2022-11-04,,2048-03-31,2048-04-01,5798.8,80,Consulting,3989661.58,Cheque,1,5489.19,12,1
Q1328,C1328,328,Gail Owen DVM,Gail,DVM,Cancellation due to non-payment,NY,1328,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6505.49,2047-04-30,2022-11-04,,2048-04-30,2048-05-01,6693.95,67,Construction,383659.03,Cheque,0,6005.49,12,1
Q1329,C1329,329,Michael Glass,Michael,Glass,Cancellation due to non-payment,NY,1329,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4776.4,2047-05-31,2022-11-04,,2048-05-31,2048-06-01,4852.21,30,Manufacturing,5874198.68,Credit Card,1,4276.4,12,1
Q1330,C1330,330,Crystal Page,Crystal,Page,Cancellation due to non-payment,NY,1330,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,3229.58,2047-06-30,2022-11-04,,2048-06-30,2048-07-01,3229.0,57,Retail,211895.11,Credit Card,0,2729.58,12,1
Q1331,C1331,331,Sydney Forbes,Sydney,Forbes,Cancellation due to non-payment,NY,1331,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4203.75,2047-07-31,2022-11-04,2048-03-23,2048-07-31,,4227.02,86,Manufacturing,7894982.39,Credit Card,0,3703.75,12,0
Q1332,C1332,332,Felicia Rivas,Felicia,Rivas,Cancellation due to non-payment,NY,1332,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7820.61,2047-08-31,2022-11-04,,2048-08-31,2048-09-01,7992.04,73,Consulting,3133684.94,Cheque,0,7320.61,12,1
Q1333,C1333,333,Mercedes Young,Mercedes,Young,Cancellation due to non-payment,NY,1333,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1129.54,2047-09-30,2022-11-04,,2048-09-30,2048-10-01,1098.87,29,Construction,498554.23,ACH Transfer,1,629.54,12,1
Q1334,C1334,334,Louis Ramos,Louis,Ramos,Cancellation due to non-payment,NY,1334,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2044.65,2047-10-31,2022-11-04,2048-04-19,2048-10-31,,2146.13,37,Manufacturing,5924686.99,Credit Card,1,1544.65,12,0
Q1335,C1335,335,Victoria Guzman,Victoria,Guzman,Cancellation due to non-payment,NY,1335,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1414.02,2047-11-30,2022-11-04,2048-03-04,2048-11-30,,1481.16,87,Consulting,4037075.7,Credit Card,0,914.02,12,0
Q1336,C1336,336,Kelsey Oneill,Kelsey,Oneill,Cancellation due to non-payment,NY,1336,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1366.56,2047-12-31,2022-11-04,2048-04-02,2048-12-31,,1387.1,13,Retail,9740624.09,Cheque,1,866.56,12,0
Q1337,C1337,337,Tara Myers,Tara,Myers,Cancellation due to non-payment,NY,1337,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,8699.15,2048-01-31,2022-11-04,2048-05-05,2049-01-31,,8437.78,32,Technology,5487566.76,Credit Card,0,8199.15,12,0
Q1338,C1338,338,Joanne Stout,Joanne,Stout,Cancellation due to non-payment,NY,1338,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,7332.92,2048-02-29,2022-11-04,,2049-02-28,2049-03-01,7465.08,46,Retail,2824867.89,ACH Transfer,0,6832.92,12,1
Q1339,C1339,339,Michael Greer,Michael,Greer,Cancellation due to non-payment,NY,1339,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5267.56,2048-03-31,2022-11-04,,2049-03-31,2049-04-01,5042.21,23,Construction,7123444.76,Cheque,1,4767.56,12,1
Q1340,C1340,340,Keith Hunt,Keith,Hunt,Cancellation due to non-payment,NY,1340,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,1880.51,2048-04-30,2022-11-04,,2049-04-30,2049-05-01,1792.25,45,Retail,2787770.83,Credit Card,0,1380.51,12,1
Q1341,C1341,341,Elizabeth Gray,Elizabeth,Gray,Cancellation due to non-payment,NY,1341,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5424.54,2048-05-31,2022-11-04,,2049-05-31,2049-06-01,5293.09,17,Retail,9052008.58,Credit Card,0,4924.54,12,1
Q1342,C1342,342,Jason Wright,Jason,Wright,Cancellation due to non-payment,NY,1342,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,5261.25,2048-06-30,2022-11-04,2048-08-10,2049-06-30,,5241.59,85,Retail,3809747.51,Cheque,1,4761.25,12,0
Q1343,C1343,343,Patrick Erickson,Patrick,Erickson,Cancellation due to non-payment,NY,1343,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,2558.82,2048-07-31,2022-11-04,2048-11-04,2049-07-31,,2653.05,66,Retail,5543698.77,Cheque,0,2058.82,12,0
Q1344,C1344,344,Dr. Samantha Lyons MD,Dr.,MD,Cancellation due to non-payment,NY,1344,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4904.66,2048-08-31,2022-11-04,,2049-08-31,2049-09-01,5016.08,6,Construction,600673.73,Credit Card,0,4404.66,12,1
Q1345,C1345,345,Thomas Taylor,Thomas,Taylor,Cancellation due to non-payment,NY,1345,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,4586.54,2048-09-30,2022-11-04,,2049-09-30,2049-10-01,4697.86,18,Consulting,4318600.26,ACH Transfer,0,4086.54,12,1
Q1346,C1346,346,William Allen,William,Allen,Cancellation due to non-payment,NY,1346,ACTIVE,ENTITY456,Business,General Liability,POLICY987654321,6542.65,2048-10-31,2022-11-04,,2049-10-31,2049-11-01,6493.9,94,Manufacturing,8340399.04,Cheque,0,6042.65,12,1
