customerId,customerName,id,lineOfBusinessCode,totalPremium,effectiveDate,cancellationDate,expirationDate,RenewalDate,renewalPremium,numberOfEmployees,businessIndustry,annualRevenue,paymentMethod,claimsCount,claimAmount,durationInMonths,RenewalStatus
180,Charles Miller,1180,GL,2237.69,2034-12-31,2035-12-23,2035-12-31,,2246.92,43,Manufacturing,2603295.37,Credit Card,1,1737.69,12,
181,Thomas Stevens,1181,GL,4069.6,2035-01-31,,2036-01-31,2036-02-01,4258.02,41,Retail,5818554.37,Credit Card,0,3569.6,12,
182,Kristen Wilson,1182,GL,2021.26,2035-02-28,2035-07-06,2036-02-28,,1989.3,42,Consulting,3656166.6,Credit Card,0,1521.26,12,
183,Christopher Cooper,1183,GL,9322.24,2035-03-31,,2036-03-31,2036-04-01,9445.87,50,Consulting,8253167.04,Cheque,1,8822.24,12,
184,Patrick Holloway,1184,GL,8896.05,2035-04-30,,2036-04-30,2036-05-01,9280.38,84,Retail,8224891.99,ACH Transfer,1,8396.05,12,
185,Alexander Aguilar,1185,GL,3321.47,2035-05-31,,2036-05-31,2036-06-01,3189.44,40,Retail,4825768.94,Cheque,1,2821.47,12,
186,Deborah Peterson,1186,GL,6939.86,2035-06-30,,2036-06-30,2036-07-01,7243.29,39,Retail,3573109.18,Cheque,1,6439.86,12,
187,Ashley Moore,1187,GL,8355.0,2035-07-31,,2036-07-31,2036-08-01,8511.98,23,Retail,3689341.99,Credit Card,1,7855.0,12,
188,Devin Johnson,1188,GL,5996.81,2035-08-31,,2036-08-31,2036-09-01,5737.65,96,Construction,8076573.8,Cheque,1,5496.81,12,
189,Angela Contreras,1189,GL,5766.86,2035-09-30,,2036-09-30,2036-10-01,5652.08,52,Consulting,3348976.88,Credit Card,0,5266.86,12,
190,Cody Spencer,1190,GL,3176.67,2035-10-31,2036-09-01,2036-10-31,,3242.8,47,Construction,2169687.8,Cheque,0,2676.67,12,
191,Anne Murphy,1191,GL,1837.92,2035-11-30,2035-12-22,2036-11-30,,1758.4,63,Technology,938414.58,Credit Card,1,1337.92,12,
192,Edward Bridges,1192,GL,9074.94,2035-12-31,,2036-12-31,2037-01-01,9149.51,97,Technology,4720261.9,Credit Card,0,8574.94,12,
193,Mr. Patrick Cruz DDS,1193,GL,9103.76,2036-01-31,,2037-01-31,2037-02-01,8963.46,69,Consulting,4873107.78,Cheque,1,8603.76,12,
194,Steven Hawkins,1194,GL,6697.91,2036-02-29,2037-01-14,2037-02-28,,6778.9,43,Technology,8424996.23,Cheque,0,6197.91,12,
195,Raymond Gibson,1195,GL,4051.27,2036-03-31,2036-09-21,2037-03-31,,3867.24,48,Retail,2290263.09,ACH Transfer,1,3551.27,12,
196,Michael Schneider,1196,GL,4142.89,2036-04-30,,2037-04-30,2037-05-01,4296.81,34,Construction,3871813.61,ACH Transfer,0,3642.89,12,
197,Dr. Johnny Collins,1197,GL,7533.6,2036-05-31,2036-06-05,2037-05-31,,7890.31,40,Retail,8103216.82,ACH Transfer,0,7033.6,12,
198,William Webb,1198,GL,9073.99,2036-06-30,2037-06-05,2037-06-30,,9499.45,75,Technology,8253873.75,Cheque,0,8573.99,12,
199,Ryan Monroe,1199,GL,8983.78,2036-07-31,,2037-07-31,2037-08-01,9208.06,61,Construction,3907649.65,Cheque,0,8483.78,12,
200,Scott Newman,1200,GL,8018.88,2036-08-31,,2037-08-31,2037-09-01,7722.25,50,Retail,4645327.83,Credit Card,0,7518.88,12,
201,Carla Rogers,1201,GL,6778.28,2036-09-30,,2037-09-30,2037-10-01,6953.34,67,Consulting,3102530.32,ACH Transfer,1,6278.28,12,
202,Kylie Mccormick,1202,GL,1757.26,2036-10-31,2037-02-07,2037-10-31,,1673.72,62,Retail,9332293.3,Credit Card,1,1257.26,12,
203,Jonathan Ford,1203,GL,2454.66,2036-11-30,,2037-11-30,2037-12-01,2337.36,58,Technology,1274573.28,Credit Card,1,1954.66,12,
204,Alexander Nguyen,1204,GL,9086.99,2036-12-31,,2037-12-31,2038-01-01,8926.7,33,Construction,9344119.29,Credit Card,0,8586.99,12,
205,Steven Conner,1205,GL,6457.86,2037-01-31,2037-10-17,2038-01-31,,6450.53,75,Consulting,6870277.87,Credit Card,1,5957.86,12,
206,Donald Booth,1206,GL,1082.77,2037-02-28,,2038-02-28,2038-03-01,1112.05,16,Construction,5362564.31,ACH Transfer,0,582.77,12,
207,Roy Brown,1207,GL,1913.24,2037-03-31,2038-01-28,2038-03-31,,1948.31,82,Consulting,423324.7,Credit Card,0,1413.24,12,
208,Tracey Vargas,1208,GL,6971.52,2037-04-30,2037-10-16,2038-04-30,,6933.81,94,Construction,4808402.3,Cheque,0,6471.52,12,
209,Heather Thomas,1209,GL,1045.55,2037-05-31,2037-06-28,2038-05-31,,1021.88,48,Technology,4136706.24,Cheque,1,545.55,12,
210,Melinda Erickson,1210,GL,2447.27,2037-06-30,2038-01-08,2038-06-30,,2568.93,10,Consulting,1696066.24,Cheque,0,1947.27,12,
211,Rodney Warren,1211,GL,5938.6,2037-07-31,2038-04-20,2038-07-31,,5894.76,82,Manufacturing,6598455.07,ACH Transfer,1,5438.6,12,
212,Shannon Rodriguez,1212,GL,7227.06,2037-08-31,2038-04-11,2038-08-31,,7191.93,38,Construction,9714393.98,Credit Card,1,6727.06,12,
213,Sean Young,1213,GL,6867.65,2037-09-30,,2038-09-30,2038-10-01,6636.64,19,Construction,5665669.23,ACH Transfer,0,6367.65,12,
214,Gwendolyn Williams,1214,GL,3018.42,2037-10-31,,2038-10-31,2038-11-01,3107.41,36,Retail,7176057.44,Credit Card,0,2518.42,12,
215,Megan Green,1215,GL,7409.61,2037-11-30,,2038-11-30,2038-12-01,7553.12,59,Consulting,777659.48,ACH Transfer,1,6909.61,12,
216,Lauren Griffin,1216,GL,3135.24,2037-12-31,2038-07-22,2038-12-31,,3047.69,63,Manufacturing,4234903.26,ACH Transfer,1,2635.24,12,
217,Elizabeth Chen,1217,GL,3928.6,2038-01-31,,2039-01-31,2039-02-01,3764.53,77,Technology,1251949.0,Credit Card,1,3428.6,12,
218,Elizabeth Dominguez,1218,GL,7718.42,2038-02-28,2038-08-08,2039-02-28,,7857.74,46,Retail,6166678.77,ACH Transfer,1,7218.42,12,
219,Kimberly Hoffman,1219,GL,6846.7,2038-03-31,,2039-03-31,2039-04-01,6952.49,3,Manufacturing,9390973.37,Credit Card,1,6346.7,12,
220,Robert Ford,1220,GL,8643.01,2038-04-30,2038-08-08,2039-04-30,,8447.04,74,Consulting,6651599.55,Cheque,1,8143.01,12,
221,John Silva,1221,GL,6918.52,2038-05-31,,2039-05-31,2039-06-01,7230.45,65,Manufacturing,860350.18,Cheque,0,6418.52,12,
222,Janet Castillo,1222,GL,6114.78,2038-06-30,2039-05-29,2039-06-30,,5901.41,91,Construction,3611195.43,Cheque,1,5614.78,12,
223,Bobby Ramirez,1223,GL,1843.07,2038-07-31,,2039-07-31,2039-08-01,1830.6,8,Construction,5551567.46,ACH Transfer,1,1343.07,12,
224,Steven Johnson,1224,GL,4309.44,2038-08-31,2039-01-15,2039-08-31,,4500.61,51,Retail,4091756.79,Cheque,1,3809.44,12,
225,Ronnie Myers,1225,GL,3386.82,2038-09-30,,2039-09-30,2039-10-01,3359.63,81,Consulting,8353075.7,Credit Card,1,2886.82,12,
226,Richard Ramirez,1226,GL,3195.91,2038-10-31,2039-06-01,2039-10-31,,3240.18,73,Consulting,8165242.95,Cheque,0,2695.91,12,
227,Natalie Hall,1227,GL,9757.09,2038-11-30,,2039-11-30,2039-12-01,9657.17,6,Manufacturing,6157127.1,Cheque,0,9257.09,12,
228,Jessica Griffith,1228,GL,4537.88,2038-12-31,,2039-12-31,2040-01-01,4435.42,89,Retail,3797233.66,ACH Transfer,1,4037.88,12,
229,Colleen Bailey,1229,GL,9028.42,2039-01-31,,2040-01-31,2040-02-01,9465.38,39,Consulting,2627830.1,Credit Card,1,8528.42,12,
230,Jaime Lawrence DDS,1230,GL,6680.25,2039-02-28,2039-03-21,2040-02-28,,6619.68,60,Construction,1148155.75,ACH Transfer,1,6180.25,12,
231,Maria Ross,1231,GL,8153.3,2039-03-31,2039-10-08,2040-03-31,,8474.62,28,Manufacturing,3613487.07,ACH Transfer,0,7653.3,12,
232,Molly Bates,1232,GL,5523.73,2039-04-30,2040-02-11,2040-04-30,,5374.56,97,Technology,4190407.92,Credit Card,0,5023.73,12,
233,Lori Davis,1233,GL,6192.13,2039-05-31,2040-05-06,2040-05-31,,6014.48,54,Construction,6790646.96,ACH Transfer,0,5692.13,12,
234,Phillip Flores,1234,GL,5432.66,2039-06-30,2040-03-14,2040-06-30,,5177.94,37,Retail,6615782.26,Credit Card,0,4932.66,12,
235,Scott Warren,1235,GL,2757.19,2039-07-31,,2040-07-31,2040-08-01,2799.01,9,Consulting,794070.58,Cheque,0,2257.19,12,
236,Brendan Turner,1236,GL,7502.07,2039-08-31,2039-10-26,2040-08-31,,7403.44,82,Construction,4013067.22,Credit Card,0,7002.07,12,
237,Justin Brown,1237,GL,3526.95,2039-09-30,,2040-09-30,2040-10-01,3655.46,56,Technology,1899610.79,Credit Card,1,3026.95,12,
238,Michael Baldwin,1238,GL,1218.84,2039-10-31,,2040-10-31,2040-11-01,1215.57,59,Technology,1652445.78,Credit Card,0,718.84,12,
239,Curtis Smith,1239,GL,6809.25,2039-11-30,2040-11-09,2040-11-30,,7128.05,85,Retail,8290291.28,ACH Transfer,0,6309.25,12,
240,Gregory Murray MD,1240,GL,2594.0,2039-12-31,,2040-12-31,2041-01-01,2512.43,2,Construction,514960.65,Credit Card,1,2094.0,12,
241,Lindsay Jimenez,1241,GL,9464.13,2040-01-31,2040-05-11,2041-01-31,,9813.0,61,Manufacturing,4249910.47,Credit Card,0,8964.13,12,
242,Debra Irwin,1242,GL,9585.36,2040-02-29,2041-02-04,2041-02-28,,9850.49,58,Construction,1765216.19,Credit Card,1,9085.36,12,
243,Jonathon Townsend,1243,GL,9233.78,2040-03-31,2040-11-28,2041-03-31,,9483.94,60,Technology,8805369.14,Cheque,0,8733.78,12,
244,Joseph Mitchell,1244,GL,4331.43,2040-04-30,,2041-04-30,2041-05-01,4480.77,40,Retail,5614701.08,Credit Card,1,3831.43,12,
245,Richard Branch,1245,GL,1139.11,2040-05-31,2041-04-10,2041-05-31,,1168.84,36,Retail,2390668.3,ACH Transfer,1,639.11,12,
246,Christina Thompson,1246,GL,9354.87,2040-06-30,2040-11-24,2041-06-30,,9472.95,37,Manufacturing,5074030.14,Credit Card,1,8854.87,12,
247,Margaret Murphy,1247,GL,4853.66,2040-07-31,2041-05-08,2041-07-31,,4674.68,79,Retail,7341714.96,Credit Card,1,4353.66,12,
248,Carlos Jefferson,1248,GL,9699.89,2040-08-31,,2041-08-31,2041-09-01,9246.45,92,Retail,9585368.29,Cheque,1,9199.89,12,
249,Daniel Welch,1249,GL,9672.58,2040-09-30,2041-04-24,2041-09-30,,10079.65,18,Retail,2282415.44,Credit Card,0,9172.58,12,
250,Martin Rowe,1250,GL,8677.09,2040-10-31,,2041-10-31,2041-11-01,8778.31,98,Retail,8873199.54,ACH Transfer,0,8177.09,12,
251,Maria Oconnell,1251,GL,3650.04,2040-11-30,,2041-11-30,2041-12-01,3758.28,63,Retail,9349610.73,Credit Card,1,3150.04,12,
252,Jamie Johnson,1252,GL,4465.88,2040-12-31,2041-10-20,2041-12-31,,4457.63,22,Technology,9172563.39,ACH Transfer,1,3965.88,12,
253,William Pham,1253,GL,8660.23,2041-01-31,,2042-01-31,2042-02-01,8328.81,11,Construction,6390602.13,Cheque,1,8160.23,12,
254,Amber Collins,1254,GL,3852.3,2041-02-28,,2042-02-28,2042-03-01,3707.91,58,Consulting,6335224.48,Credit Card,0,3352.3,12,
255,Benjamin Rodriguez,1255,GL,2525.43,2041-03-31,2041-07-05,2042-03-31,,2572.29,57,Retail,4091785.27,Cheque,1,2025.43,12,
256,Stephanie Conrad,1256,GL,6011.21,2041-04-30,2041-10-01,2042-04-30,,5969.32,77,Consulting,7548739.03,Credit Card,1,5511.21,12,
257,Toni Perez,1257,GL,9425.39,2041-05-31,2042-04-18,2042-05-31,,9143.12,4,Consulting,5359810.78,ACH Transfer,1,8925.39,12,
258,Jonathan Andrews,1258,GL,7264.27,2041-06-30,,2042-06-30,2042-07-01,7258.16,86,Technology,6806636.91,Cheque,1,6764.27,12,
259,Russell Moore,1259,GL,6130.55,2041-07-31,2041-08-03,2042-07-31,,5863.39,7,Retail,4341733.25,Credit Card,0,5630.55,12,
260,Briana Knox,1260,GL,1874.59,2041-08-31,,2042-08-31,2042-09-01,1889.96,61,Consulting,7341814.99,ACH Transfer,1,1374.59,12,
261,Thomas Bowen,1261,GL,6535.07,2041-09-30,,2042-09-30,2042-10-01,6384.11,54,Retail,8262268.02,Cheque,1,6035.07,12,
262,Shari Clark,1262,GL,9910.48,2041-10-31,,2042-10-31,2042-11-01,10205.38,88,Manufacturing,1549718.94,Credit Card,0,9410.48,12,
263,Christopher Valencia,1263,GL,2260.76,2041-11-30,,2042-11-30,2042-12-01,2217.89,68,Manufacturing,8346004.18,Cheque,1,1760.76,12,
264,Alicia Silva,1264,GL,5664.97,2041-12-31,,2042-12-31,2043-01-01,5639.6,92,Manufacturing,5448935.66,Credit Card,1,5164.97,12,
265,Austin Sandoval,1265,GL,8896.36,2042-01-31,2042-12-03,2043-01-31,,8461.88,79,Consulting,8462192.5,ACH Transfer,0,8396.36,12,
266,Jonathan Fuentes,1266,GL,7666.92,2042-02-28,2042-05-07,2043-02-28,,7339.12,1,Manufacturing,4369886.89,ACH Transfer,0,7166.92,12,
267,Cody Carter,1267,GL,7273.14,2042-03-31,,2043-03-31,2043-04-01,7194.95,55,Technology,3852500.81,Cheque,0,6773.14,12,
268,Renee Powell,1268,GL,7322.36,2042-04-30,,2043-04-30,2043-05-01,7307.67,3,Technology,9159101.25,Cheque,1,6822.36,12,
269,Sean Jones,1269,GL,4235.42,2042-05-31,2043-03-06,2043-05-31,,4277.78,78,Consulting,2586575.75,Credit Card,1,3735.42,12,
270,Gary Barnes,1270,GL,3642.33,2042-06-30,2042-09-02,2043-06-30,,3566.45,38,Retail,8457702.02,ACH Transfer,0,3142.33,12,
271,Robert Ramos,1271,GL,8284.25,2042-07-31,,2043-07-31,2043-08-01,8445.78,1,Construction,4891803.67,Credit Card,0,7784.25,12,
272,Scott Barajas,1272,GL,8291.02,2042-08-31,,2043-08-31,2043-09-01,8589.6,38,Retail,5189544.88,ACH Transfer,0,7791.02,12,
273,Stephanie Chapman DDS,1273,GL,8803.65,2042-09-30,2043-07-01,2043-09-30,,9050.02,85,Retail,3153835.99,Cheque,1,8303.65,12,
274,David Hernandez,1274,GL,9219.16,2042-10-31,2043-01-25,2043-10-31,,8794.73,29,Retail,5773117.79,Credit Card,1,8719.16,12,
275,Janet Newman,1275,GL,5602.08,2042-11-30,,2043-11-30,2043-12-01,5591.16,5,Retail,3319590.84,Credit Card,0,5102.08,12,
276,Sean Garcia DDS,1276,GL,5513.65,2042-12-31,2043-03-12,2043-12-31,,5295.82,74,Construction,488767.2,ACH Transfer,1,5013.65,12,
277,Christopher Moore,1277,GL,8184.66,2043-01-31,2043-04-05,2044-01-31,,7973.53,92,Manufacturing,2792786.19,ACH Transfer,0,7684.66,12,
278,Melissa Fritz,1278,GL,6849.68,2043-02-28,,2044-02-28,2044-02-29,7183.03,21,Retail,163152.53,ACH Transfer,1,6349.68,12,
279,Lindsey Griffith,1279,GL,7317.7,2043-03-31,,2044-03-31,2044-04-01,7056.09,71,Technology,9785712.39,Cheque,1,6817.7,12,
280,Melissa Cameron,1280,GL,8162.13,2043-04-30,,2044-04-30,2044-05-01,8161.22,67,Consulting,9660897.38,Credit Card,1,7662.13,12,
281,Robin Greer,1281,GL,9010.05,2043-05-31,2043-09-13,2044-05-31,,9116.51,47,Consulting,4012037.44,ACH Transfer,1,8510.05,12,
282,Stephanie Ortiz,1282,GL,4041.96,2043-06-30,,2044-06-30,2044-07-01,4123.8,84,Technology,7310871.46,Cheque,0,3541.96,12,
283,Allison Carr,1283,GL,4380.25,2043-07-31,2043-08-05,2044-07-31,,4406.38,83,Retail,3523480.37,ACH Transfer,1,3880.25,12,
284,Jonathan Harvey,1284,GL,1845.84,2043-08-31,,2044-08-31,2044-09-01,1755.35,35,Construction,6743822.26,Credit Card,1,1345.84,12,
285,Christian Manning,1285,GL,6204.52,2043-09-30,,2044-09-30,2044-10-01,6096.85,68,Manufacturing,8073757.43,ACH Transfer,0,5704.52,12,
286,John Crosby,1286,GL,1323.48,2043-10-31,2044-04-10,2044-10-31,,1325.82,69,Consulting,9472886.82,Credit Card,1,823.48,12,
287,Shari Ellis,1287,GL,5190.38,2043-11-30,2044-03-15,2044-11-30,,4976.47,1,Manufacturing,4062101.53,Cheque,0,4690.38,12,
288,Nicole Mccormick,1288,GL,5883.8,2043-12-31,,2044-12-31,2045-01-01,5795.91,68,Construction,7854650.03,Cheque,0,5383.8,12,
289,Sandra Patterson,1289,GL,3578.87,2044-01-31,,2045-01-31,2045-02-01,3411.81,12,Consulting,2732691.66,ACH Transfer,1,3078.87,12,
290,Madeline Schaefer,1290,GL,6317.5,2044-02-29,2044-04-21,2045-02-28,,6051.27,60,Manufacturing,9904289.81,Credit Card,1,5817.5,12,
291,Brandon Oconnor,1291,GL,1274.5,2044-03-31,,2045-03-31,2045-04-01,1261.36,27,Construction,355119.03,Credit Card,0,774.5,12,
292,Christopher Johnson,1292,GL,1336.13,2044-04-30,2045-03-30,2045-04-30,,1287.06,56,Manufacturing,6074935.18,Credit Card,0,836.13,12,
293,Eric Hernandez,1293,GL,8403.41,2044-05-31,2044-09-25,2045-05-31,,8460.17,23,Retail,6629109.22,ACH Transfer,0,7903.41,12,
294,Anthony Nguyen,1294,GL,4241.72,2044-06-30,,2045-06-30,2045-07-01,4322.09,25,Construction,6911651.02,Credit Card,1,3741.72,12,
295,Jennifer Allen,1295,GL,2143.54,2044-07-31,2044-08-20,2045-07-31,,2207.97,21,Manufacturing,1291837.03,Credit Card,0,1643.54,12,
296,Sherry Gamble,1296,GL,5700.19,2044-08-31,2045-04-23,2045-08-31,,5529.27,61,Retail,9391444.86,Credit Card,0,5200.19,12,
297,Brandon Reilly,1297,GL,7929.94,2044-09-30,2044-10-16,2045-09-30,,7666.26,63,Retail,1893714.46,Credit Card,0,7429.94,12,
298,John Wiggins,1298,GL,2942.39,2044-10-31,,2045-10-31,2045-11-01,2826.04,52,Construction,6265258.69,ACH Transfer,1,2442.39,12,
299,Joe Fox,1299,GL,6606.01,2044-11-30,2045-05-03,2045-11-30,,6696.14,88,Technology,2304493.18,ACH Transfer,0,6106.01,12,
300,Hannah Alvarado,1300,GL,1768.13,2044-12-31,,2045-12-31,2046-01-01,1804.64,25,Consulting,3141442.53,Credit Card,1,1268.13,12,
301,Melissa Owens,1301,GL,1465.14,2045-01-31,,2046-01-31,2046-02-01,1396.51,55,Construction,5509939.56,Credit Card,1,965.14,12,
302,Cynthia Hunter,1302,GL,5782.19,2045-02-28,,2046-02-28,2046-03-01,6034.42,46,Retail,4230214.84,Cheque,0,5282.19,12,
303,Becky Lindsey,1303,GL,5865.72,2045-03-31,2045-07-06,2046-03-31,,5602.92,32,Retail,1686233.45,Cheque,1,5365.72,12,
304,Jason Walton,1304,GL,6736.87,2045-04-30,2045-07-13,2046-04-30,,6764.69,55,Construction,1792270.38,Credit Card,0,6236.87,12,
305,Luis Sosa,1305,GL,7534.82,2045-05-31,,2046-05-31,2046-06-01,7692.34,96,Technology,4239633.4,Credit Card,1,7034.82,12,
306,Alexander Sanchez,1306,GL,9782.67,2045-06-30,,2046-06-30,2046-07-01,10145.58,5,Consulting,7597101.48,Cheque,1,9282.67,12,
307,Anthony Smith,1307,GL,5646.7,2045-07-31,2046-07-16,2046-07-31,,5767.59,36,Manufacturing,8989850.0,Cheque,0,5146.7,12,
308,Glenda Williams,1308,GL,3906.61,2045-08-31,,2046-08-31,2046-09-01,4024.48,49,Construction,932863.86,Credit Card,0,3406.61,12,
309,Benjamin Decker,1309,GL,8156.68,2045-09-30,,2046-09-30,2046-10-01,8025.72,58,Consulting,3991728.68,ACH Transfer,0,7656.68,12,
310,Robert Ross,1310,GL,3437.49,2045-10-31,2046-09-23,2046-10-31,,3545.71,39,Consulting,1092431.08,ACH Transfer,1,2937.49,12,
311,Alexander Cummings,1311,GL,4950.74,2045-11-30,,2046-11-30,2046-12-01,4742.87,80,Retail,264265.56,Credit Card,1,4450.74,12,
312,Mr. Herbert Schultz,1312,GL,1706.11,2045-12-31,2046-01-17,2046-12-31,,1773.47,97,Manufacturing,6651014.96,Credit Card,0,1206.11,12,
313,Dominique Dunn,1313,GL,1228.16,2046-01-31,2046-05-10,2047-01-31,,1234.01,85,Construction,6064249.48,Cheque,0,728.16,12,
314,Marcus Smith,1314,GL,9663.84,2046-02-28,,2047-02-28,2047-03-01,9970.47,61,Retail,1713889.23,Cheque,1,9163.84,12,
315,Tiffany Ortiz,1315,GL,8523.82,2046-03-31,2047-01-25,2047-03-31,,8483.18,9,Retail,2414747.05,ACH Transfer,1,8023.82,12,
316,Brandon Kelly,1316,GL,7263.77,2046-04-30,2046-06-07,2047-04-30,,7368.06,6,Technology,334706.76,Credit Card,1,6763.77,12,
317,David Jarvis,1317,GL,4680.58,2046-05-31,2046-07-05,2047-05-31,,4692.94,35,Consulting,8365977.34,Cheque,0,4180.58,12,
318,Kelly Moore,1318,GL,2559.65,2046-06-30,,2047-06-30,2047-07-01,2618.93,39,Construction,9749436.9,ACH Transfer,1,2059.65,12,
319,Joshua Hobbs,1319,GL,2407.93,2046-07-31,,2047-07-31,2047-08-01,2307.19,22,Construction,1441049.41,ACH Transfer,0,1907.93,12,
320,Thomas Lee,1320,GL,3252.19,2046-08-31,,2047-08-31,2047-09-01,3109.21,41,Construction,2391604.62,ACH Transfer,1,2752.19,12,
321,Joseph Stone,1321,GL,5943.04,2046-09-30,2047-04-21,2047-09-30,,5792.74,5,Retail,8697254.29,Cheque,1,5443.04,12,
322,Michele Love,1322,GL,7431.36,2046-10-31,2047-01-25,2047-10-31,,7178.36,42,Technology,9271991.6,Cheque,0,6931.36,12,
323,Victoria Drake,1323,GL,6941.78,2046-11-30,,2047-11-30,2047-12-01,7199.86,87,Manufacturing,4254311.09,Credit Card,0,6441.78,12,
324,Jamie Hayes,1324,GL,3519.41,2046-12-31,,2047-12-31,2048-01-01,3420.59,81,Retail,601162.48,Credit Card,0,3019.41,12,
325,Jason Rodriguez,1325,GL,9593.79,2047-01-31,2047-10-20,2048-01-31,,10050.33,76,Manufacturing,489979.15,ACH Transfer,1,9093.79,12,
326,Rachel Cohen,1326,GL,7641.07,2047-02-28,,2048-02-28,2048-02-29,7516.44,87,Technology,5782103.67,ACH Transfer,1,7141.07,12,
327,Brandy Chambers,1327,GL,5989.19,2047-03-31,,2048-03-31,2048-04-01,5798.8,80,Consulting,3989661.58,Cheque,1,5489.19,12,
328,Jennifer Leonard,1328,GL,6505.49,2047-04-30,,2048-04-30,2048-05-01,6693.95,67,Construction,383659.03,Cheque,0,6005.49,12,
329,James Riley,1329,GL,4776.4,2047-05-31,,2048-05-31,2048-06-01,4852.21,30,Manufacturing,5874198.68,Credit Card,1,4276.4,12,
330,Jillian Walker,1330,GL,3229.58,2047-06-30,,2048-06-30,2048-07-01,3229.0,57,Retail,211895.11,Credit Card,0,2729.58,12,
331,Aaron Alvarez,1331,GL,4203.75,2047-07-31,2047-12-19,2048-07-31,,4227.02,86,Manufacturing,7894982.39,Credit Card,0,3703.75,12,
332,James Hamilton,1332,GL,7820.61,2047-08-31,,2048-08-31,2048-09-01,7992.04,73,Consulting,3133684.94,Cheque,0,7320.61,12,
333,Amy Hernandez,1333,GL,1129.54,2047-09-30,,2048-09-30,2048-10-01,1098.87,29,Construction,498554.23,ACH Transfer,1,629.54,12,
334,Adam Cain,1334,GL,2044.65,2047-10-31,2048-08-20,2048-10-31,,2146.13,37,Manufacturing,5924686.99,Credit Card,1,1544.65,12,
335,Janet Moore,1335,GL,1414.02,2047-11-30,2048-01-06,2048-11-30,,1481.16,87,Consulting,4037075.7,Credit Card,0,914.02,12,
336,Amber Evans,1336,GL,1366.56,2047-12-31,2048-02-20,2048-12-31,,1387.1,13,Retail,9740624.09,Cheque,1,866.56,12,
337,Allison Jones,1337,GL,8699.15,2048-01-31,2048-05-25,2049-01-31,,8437.78,32,Technology,5487566.76,Credit Card,0,8199.15,12,
338,Jonathan Poole,1338,GL,7332.92,2048-02-29,,2049-02-28,2049-03-01,7465.08,46,Retail,2824867.89,ACH Transfer,0,6832.92,12,
339,Allison Hancock,1339,GL,5267.56,2048-03-31,,2049-03-31,2049-04-01,5042.21,23,Construction,7123444.76,Cheque,1,4767.56,12,
340,Leslie Anderson,1340,GL,1880.51,2048-04-30,,2049-04-30,2049-05-01,1792.25,45,Retail,2787770.83,Credit Card,0,1380.51,12,
341,Nathan Payne,1341,GL,5424.54,2048-05-31,,2049-05-31,2049-06-01,5293.09,17,Retail,9052008.58,Credit Card,0,4924.54,12,
342,Kaitlin Lopez,1342,GL,5261.25,2048-06-30,2049-02-24,2049-06-30,,5241.59,85,Retail,3809747.51,Cheque,1,4761.25,12,
343,Scott Johnson,1343,GL,2558.82,2048-07-31,2048-09-18,2049-07-31,,2653.05,66,Retail,5543698.77,Cheque,0,2058.82,12,
344,Dennis Knight,1344,GL,4904.66,2048-08-31,,2049-08-31,2049-09-01,5016.08,6,Construction,600673.73,Credit Card,0,4404.66,12,
345,Andrea Knight,1345,GL,4586.54,2048-09-30,,2049-09-30,2049-10-01,4697.86,18,Consulting,4318600.26,ACH Transfer,0,4086.54,12,
346,Robin Morgan,1346,GL,6542.65,2048-10-31,,2049-10-31,2049-11-01,6493.9,94,Manufacturing,8340399.04,Cheque,0,6042.65,12,
347,Haley Jones,1347,GL,6715.84,2048-11-30,,2049-11-30,2049-12-01,6612.37,22,Technology,8075923.17,ACH Transfer,0,6215.84,12,
348,Joseph Bryant,1348,GL,1407.74,2048-12-31,2049-02-19,2049-12-31,,1389.59,33,Manufacturing,2320753.73,Credit Card,0,907.74,12,
349,Jennifer Smith,1349,GL,4371.51,2049-01-31,,2050-01-31,2050-02-01,4584.69,30,Manufacturing,2338182.8,ACH Transfer,0,3871.51,12,
350,Gabriella Espinoza,1350,GL,6632.74,2049-02-28,2049-11-28,2050-02-28,,6327.71,81,Technology,8191322.59,Credit Card,1,6132.74,12,
351,Maureen Chavez,1351,GL,5528.23,2049-03-31,2049-07-23,2050-03-31,,5731.13,32,Construction,9310944.36,Credit Card,1,5028.23,12,
352,Tracey Lowery,1352,GL,8708.41,2049-04-30,2049-06-05,2050-04-30,,8776.92,42,Technology,1044073.12,Credit Card,0,8208.41,12,
353,John Rice,1353,GL,6928.24,2049-05-31,2050-02-24,2050-05-31,,6885.71,78,Construction,4555580.53,Credit Card,0,6428.24,12,
354,Madison Morris,1354,GL,2466.41,2049-06-30,,2050-06-30,2050-07-01,2521.97,10,Manufacturing,3440797.36,ACH Transfer,1,1966.41,12,
355,Paige Miller,1355,GL,1635.12,2049-07-31,,2050-07-31,2050-08-01,1632.94,36,Construction,8719815.71,Credit Card,1,1135.12,12,
356,Dr. William Hernandez MD,1356,GL,6781.77,2049-08-31,,2050-08-31,2050-09-01,7035.02,34,Consulting,926896.66,Credit Card,1,6281.77,12,
357,Dennis Gray,1357,GL,1238.6,2049-09-30,,2050-09-30,2050-10-01,1288.23,73,Technology,2190146.83,ACH Transfer,1,738.6,12,
358,Wendy Lynn,1358,GL,6271.98,2049-10-31,2050-07-19,2050-10-31,,6222.88,28,Consulting,7549436.54,Cheque,1,5771.98,12,
