CustomerID,CustomerName,PolicyID,PolicyType,PolicyPremium,PolicyStartDate,PolicyEndDate,NumberOfEmployees,BusinessIndustry,AnnualRevenue,PaymentMethod,ClaimsCount,DurationInMonths,Churn
217,Aaron Walker,1217,General Liability,3928.5972834334093,2038-01-31,2039-01-31,45,Consulting,5322798,ACH Transfer,4,12,0
218,Matthew Gardner,1218,General Liability,7718.422646062218,2038-02-28,2039-02-28,96,Retail,4004722,Cheque,1,12,0
219,Ricky Baker,1219,General Liability,6846.696091424932,2038-03-31,2039-03-31,62,Consulting,5315622,Credit Card,0,12,0
220,Brandi Wagner,1220,General Liability,8643.010694447601,2038-04-30,2039-04-30,93,Technology,6979771,ACH Transfer,3,12,0
221,Maria Hughes,1221,General Liability,6918.51603070309,2038-05-31,2039-05-31,58,Construction,9696394,ACH Transfer,1,12,0
222,James Hopkins,1222,General Liability,6114.777430019245,2038-06-30,2039-06-30,67,Construction,8581209,ACH Transfer,2,12,0
223,Jordan Patrick,1223,General Liability,1843.0729104528323,2038-07-31,2039-07-31,56,Manufacturing,3275684,Cheque,3,12,1
224,Warren Le,1224,General Liability,4309.442227534902,2038-08-31,2039-08-31,40,Manufacturing,729085,Cheque,3,12,1
225,Kenneth Henry,1225,General Liability,3386.821309135529,2038-09-30,2039-09-30,98,Manufacturing,6171845,Cheque,3,12,0
226,Elizabeth Richards,1226,General Liability,3195.9067904117524,2038-10-31,2039-10-31,40,Retail,2618638,ACH Transfer,4,12,0
227,Autumn Fowler,1227,General Liability,9757.09499277201,2038-11-30,2039-11-30,91,Technology,703103,Cheque,3,12,1
228,Becky Brooks,1228,General Liability,4537.879522000843,2038-12-31,2039-12-31,77,Technology,2089968,Credit Card,0,12,1
229,Paul Long,1229,General Liability,9028.41899659402,2039-01-31,2040-01-31,33,Technology,5403943,Cheque,3,12,0
230,Christina Villa,1230,General Liability,6680.247633975366,2039-02-28,2040-02-28,6,Technology,5597191,Cheque,4,12,0
231,Megan Huynh,1231,General Liability,8153.301731874836,2039-03-31,2040-03-31,88,Manufacturing,1357008,ACH Transfer,3,12,0
232,Leslie Morris,1232,General Liability,5523.733837946729,2039-04-30,2040-04-30,19,Construction,6573507,Cheque,2,12,1
233,Brandon Gonzalez,1233,General Liability,6192.134961637232,2039-05-31,2040-05-31,80,Manufacturing,7537693,Credit Card,2,12,1
234,Heather Campos,1234,General Liability,5432.6592443697755,2039-06-30,2040-06-30,40,Technology,5237997,ACH Transfer,4,12,0
235,Robert Carney,1235,General Liability,2757.1868901824005,2039-07-31,2040-07-31,92,Manufacturing,7370518,Credit Card,0,12,1
236,Dustin Thomas,1236,General Liability,7502.069037353548,2039-08-31,2040-08-31,97,Technology,5611934,ACH Transfer,0,12,0
237,Nicholas Powell,1237,General Liability,3526.951261967702,2039-09-30,2040-09-30,59,Consulting,8273321,ACH Transfer,1,12,1
238,Heidi Wilson,1238,General Liability,1218.8436978830846,2039-10-31,2040-10-31,59,Construction,7999284,Cheque,4,12,0
239,Edward Johnson,1239,General Liability,6809.25066316451,2039-11-30,2040-11-30,48,Consulting,1103171,Credit Card,3,12,1
240,Logan Skinner,1240,General Liability,2593.9961146634405,2039-12-31,2040-12-31,41,Retail,7314938,ACH Transfer,4,12,0
241,Jeffery Cole,1241,General Liability,9464.127259176228,2040-01-31,2041-01-31,13,Manufacturing,3000737,Cheque,1,12,0
242,David Moss,1242,General Liability,9585.357193023287,2040-02-29,2041-02-28,45,Retail,1470485,ACH Transfer,4,12,0
243,Amber Esparza,1243,General Liability,9233.779511984038,2040-03-31,2041-03-31,89,Manufacturing,7145900,ACH Transfer,4,12,1
244,Katherine Vance,1244,General Liability,4331.428302298999,2040-04-30,2041-04-30,53,Consulting,1781076,ACH Transfer,1,12,1
245,Carol Bridges,1245,General Liability,1139.1095487598068,2040-05-31,2041-05-31,42,Technology,8601598,ACH Transfer,0,12,1
246,Maria Walters,1246,General Liability,9354.867063289528,2040-06-30,2041-06-30,63,Technology,5412399,ACH Transfer,3,12,1
247,Johnny Schmidt,1247,General Liability,4853.657334855829,2040-07-31,2041-07-31,27,Manufacturing,1081883,ACH Transfer,1,12,0
248,Melanie Duran,1248,General Liability,9699.893371393026,2040-08-31,2041-08-31,38,Technology,1768321,Cheque,2,12,0
249,James Schaefer,1249,General Liability,9672.579793803276,2040-09-30,2041-09-30,60,Consulting,3393705,ACH Transfer,0,12,0
250,Craig Stafford,1250,General Liability,8677.08509920624,2040-10-31,2041-10-31,7,Technology,6254512,Credit Card,2,12,0
251,Hannah Holmes,1251,General Liability,3650.040028626271,2040-11-30,2041-11-30,5,Consulting,9988679,Cheque,0,12,0
252,John Hill,1252,General Liability,4465.879557417327,2040-12-31,2041-12-31,45,Retail,3859505,Credit Card,3,12,0
253,Robert Smith,1253,General Liability,8660.230043651713,2041-01-31,2042-01-31,58,Consulting,8515414,ACH Transfer,3,12,0
254,Isaac Hernandez,1254,General Liability,3852.298046406499,2041-02-28,2042-02-28,31,Construction,5518952,Credit Card,4,12,0
255,Johnny Ochoa,1255,General Liability,2525.4347201748324,2041-03-31,2042-03-31,23,Construction,4709688,ACH Transfer,2,12,0
256,Andrew Wright,1256,General Liability,6011.211362125151,2041-04-30,2042-04-30,42,Construction,4364423,ACH Transfer,0,12,0
257,Brad Davidson,1257,General Liability,9425.39296744703,2041-05-31,2042-05-31,10,Manufacturing,8281883,Cheque,3,12,1
258,David Sanders,1258,General Liability,7264.268170074757,2041-06-30,2042-06-30,32,Manufacturing,8406681,Cheque,1,12,0
259,Allison Cain,1259,General Liability,6130.550530804285,2041-07-31,2042-07-31,53,Manufacturing,7270837,ACH Transfer,3,12,1
260,Laurie Miller,1260,General Liability,1874.588443936917,2041-08-31,2042-08-31,30,Consulting,1619603,Cheque,1,12,0
261,Stephanie Vazquez,1261,General Liability,6535.065040292528,2041-09-30,2042-09-30,39,Manufacturing,1850740,Credit Card,0,12,0
262,Jennifer Clark MD,1262,General Liability,9910.48465093837,2041-10-31,2042-10-31,31,Retail,963403,Cheque,3,12,0
263,Justin Frye,1263,General Liability,2260.7561371287165,2041-11-30,2042-11-30,82,Construction,9368511,Cheque,3,12,0
264,Theresa Smith,1264,General Liability,5664.96687127363,2041-12-31,2042-12-31,2,Consulting,985421,Credit Card,0,12,0
265,Joseph Carpenter,1265,General Liability,8896.357647351599,2042-01-31,2043-01-31,78,Construction,4378384,Cheque,3,12,0
266,Bradley Smith,1266,General Liability,7666.91755978784,2042-02-28,2043-02-28,77,Manufacturing,5595671,ACH Transfer,1,12,0
267,Sarah Scott,1267,General Liability,7273.141668957412,2042-03-31,2043-03-31,93,Consulting,1078836,Credit Card,3,12,0
268,Larry Norris,1268,General Liability,7322.356755883983,2042-04-30,2043-04-30,12,Technology,3323522,ACH Transfer,2,12,0
269,Brian Browning,1269,General Liability,4235.420360977796,2042-05-31,2043-05-31,39,Retail,2317181,Credit Card,4,12,0
270,Erin Hendrix,1270,General Liability,3642.3265983804404,2042-06-30,2043-06-30,66,Manufacturing,8668438,ACH Transfer,1,12,0
271,Leslie Andrews,1271,General Liability,8284.250399306624,2042-07-31,2043-07-31,96,Manufacturing,1656518,ACH Transfer,2,12,0
272,Kevin Snyder,1272,General Liability,8291.020552112626,2042-08-31,2043-08-31,13,Retail,2759083,Cheque,0,12,1
273,Jacob Carson,1273,General Liability,8803.650867220933,2042-09-30,2043-09-30,46,Retail,4213640,ACH Transfer,1,12,0
274,Ashley Reese,1274,General Liability,9219.16497300824,2042-10-31,2043-10-31,27,Technology,4600398,Cheque,4,12,0
275,Wanda Stewart,1275,General Liability,5602.08158974844,2042-11-30,2043-11-30,17,Manufacturing,9725105,Credit Card,4,12,1
276,Daniel Fox,1276,General Liability,5513.646652184796,2042-12-31,2043-12-31,95,Manufacturing,4977708,ACH Transfer,0,12,0
277,Sylvia King,1277,General Liability,8184.656610700977,2043-01-31,2044-01-31,98,Construction,7980317,ACH Transfer,0,12,0
278,Ray Marshall,1278,General Liability,6849.675376999887,2043-02-28,2044-02-28,60,Consulting,9354791,Credit Card,1,12,0
279,David Adams,1279,General Liability,7317.70189531933,2043-03-31,2044-03-31,64,Consulting,9111501,Credit Card,3,12,0
280,James Pacheco,1280,General Liability,8162.13402492491,2043-04-30,2044-04-30,88,Construction,8381447,ACH Transfer,0,12,0
281,Ruth Mathis,1281,General Liability,9010.048076358096,2043-05-31,2044-05-31,35,Consulting,3995958,Credit Card,3,12,1
282,Joseph Bailey,1282,General Liability,4041.956411663822,2043-06-30,2044-06-30,70,Retail,7176042,Cheque,2,12,0
283,Devin Nichols,1283,General Liability,4380.246573759496,2043-07-31,2044-07-31,83,Consulting,8939765,Credit Card,4,12,0
284,Parker Kelley,1284,General Liability,1845.8374585678212,2043-08-31,2044-08-31,30,Consulting,1365898,Credit Card,3,12,0
285,Kim Ellison,1285,General Liability,6204.5212689655655,2043-09-30,2044-09-30,71,Construction,2220539,ACH Transfer,4,12,0
286,Gregory Lyons,1286,General Liability,1323.4804641706787,2043-10-31,2044-10-31,74,Technology,980412,Cheque,3,12,0
287,Shannon Martinez,1287,General Liability,5190.382163192141,2043-11-30,2044-11-30,96,Consulting,6047148,Credit Card,2,12,0
288,Kristen Johnson,1288,General Liability,5883.801712368189,2043-12-31,2044-12-31,98,Consulting,3331185,Cheque,0,12,0
289,Micheal Reeves,1289,General Liability,3578.8712691545597,2044-01-31,2045-01-31,63,Technology,7419764,Cheque,2,12,0
290,Sarah Guzman,1290,General Liability,6317.499345121097,2044-02-29,2045-02-28,28,Construction,8806483,Cheque,0,12,0
291,Denise Moore,1291,General Liability,1274.5022494514449,2044-03-31,2045-03-31,60,Technology,6023098,ACH Transfer,0,12,0
292,Danielle Jones,1292,General Liability,1336.1336987429297,2044-04-30,2045-04-30,79,Construction,1328337,Credit Card,4,12,1
293,Glenn Rodriguez,1293,General Liability,8403.405045936925,2044-05-31,2045-05-31,94,Retail,584814,ACH Transfer,2,12,0
294,Brittany Green,1294,General Liability,4241.7157727013655,2044-06-30,2045-06-30,37,Construction,8459922,Credit Card,3,12,0
295,Bryan Riley,1295,General Liability,2143.544613866963,2044-07-31,2045-07-31,93,Retail,9714742,Credit Card,2,12,0
296,Tammy Rivera,1296,General Liability,5700.189340493239,2044-08-31,2045-08-31,22,Retail,3790583,ACH Transfer,4,12,0
297,Terry Flores,1297,General Liability,7929.941977887497,2044-09-30,2045-09-30,68,Construction,1699908,Cheque,0,12,0
298,Allison Carter,1298,General Liability,2942.3892474715885,2044-10-31,2045-10-31,20,Manufacturing,2264412,Cheque,4,12,0
299,Casey Logan,1299,General Liability,6606.014282371002,2044-11-30,2045-11-30,96,Construction,5409792,Credit Card,1,12,0
300,Timothy Morris,1300,General Liability,1768.127184943912,2044-12-31,2045-12-31,68,Consulting,2453847,ACH Transfer,1,12,1
301,Randy Mitchell,1301,General Liability,1465.1354905174694,2045-01-31,2046-01-31,91,Consulting,2992478,Cheque,3,12,0
302,Daryl Brown,1302,General Liability,5782.191684113332,2045-02-28,2046-02-28,64,Manufacturing,2084117,Cheque,4,12,0
303,Brett Taylor,1303,General Liability,5865.716094490958,2045-03-31,2046-03-31,17,Retail,6049852,Credit Card,3,12,1
304,Paula Brown,1304,General Liability,6736.869113483859,2045-04-30,2046-04-30,12,Manufacturing,129725,Credit Card,3,12,1
305,Rachel Smith,1305,General Liability,7534.822003503954,2045-05-31,2046-05-31,22,Consulting,9674182,ACH Transfer,1,12,1
306,Jenna Fischer,1306,General Liability,9782.668715162812,2045-06-30,2046-06-30,17,Manufacturing,9284536,Credit Card,3,12,0
307,Justin Cantu,1307,General Liability,5646.703134710758,2045-07-31,2046-07-31,10,Construction,988036,Cheque,1,12,0
308,Tiffany Sawyer,1308,General Liability,3906.6082564712137,2045-08-31,2046-08-31,65,Manufacturing,3071783,Cheque,0,12,0
309,Tammy Lee,1309,General Liability,8156.675752918333,2045-09-30,2046-09-30,22,Retail,2762761,Cheque,4,12,0
310,Ryan Brown,1310,General Liability,3437.490261358668,2045-10-31,2046-10-31,90,Construction,6624559,Cheque,3,12,0
311,Michael Clark,1311,General Liability,4950.7427863507255,2045-11-30,2046-11-30,82,Technology,2613024,ACH Transfer,1,12,0
312,Matthew Wilkins,1312,General Liability,1706.1074320803937,2045-12-31,2046-12-31,50,Consulting,2498083,ACH Transfer,2,12,1
313,Patrick Hall,1313,General Liability,1228.1566907391175,2046-01-31,2047-01-31,14,Consulting,6636295,Credit Card,3,12,0
314,Courtney Martinez,1314,General Liability,9663.835732101326,2046-02-28,2047-02-28,64,Manufacturing,4009439,Credit Card,0,12,1
315,Johnny Howe,1315,General Liability,8523.821084609852,2046-03-31,2047-03-31,47,Construction,5727745,Credit Card,0,12,0
316,Debra Smith,1316,General Liability,7263.767854843281,2046-04-30,2047-04-30,29,Technology,4011146,ACH Transfer,2,12,0
317,Tammy Simmons,1317,General Liability,4680.57649972843,2046-05-31,2047-05-31,76,Construction,1807017,Cheque,1,12,0
318,Joshua Thomas,1318,General Liability,2559.648880637612,2046-06-30,2047-06-30,36,Consulting,789556,Credit Card,3,12,0
319,Nancy Barnes DDS,1319,General Liability,2407.9333840397744,2046-07-31,2047-07-31,99,Construction,7388538,Cheque,1,12,0
320,Derek Harris,1320,General Liability,3252.186083481358,2046-08-31,2047-08-31,52,Technology,2353722,Credit Card,0,12,0
321,Mr. Richard Perez,1321,General Liability,5943.039982355084,2046-09-30,2047-09-30,76,Manufacturing,1749729,Credit Card,1,12,1
322,Katrina Hernandez,1322,General Liability,7431.363304300561,2046-10-31,2047-10-31,7,Retail,1216271,Credit Card,0,12,0
323,Luis Morris,1323,General Liability,6941.776390459581,2046-11-30,2047-11-30,29,Construction,3199555,Credit Card,1,12,0
324,Joshua Torres,1324,General Liability,3519.4050725134857,2046-12-31,2047-12-31,11,Retail,5783797,Credit Card,2,12,0
325,Gregory Massey,1325,General Liability,9593.787525968746,2047-01-31,2048-01-31,33,Consulting,1781641,Cheque,4,12,0
326,Matthew West,1326,General Liability,7641.072250261916,2047-02-28,2048-02-28,6,Manufacturing,616409,Credit Card,2,12,0
327,Michael Richardson,1327,General Liability,5989.186472602606,2047-03-31,2048-03-31,79,Manufacturing,766165,Cheque,2,12,0
328,Cesar Williams,1328,General Liability,6505.486716109171,2047-04-30,2048-04-30,32,Construction,2888363,ACH Transfer,4,12,0
329,Courtney Vasquez,1329,General Liability,4776.400561850109,2047-05-31,2048-05-31,51,Manufacturing,4576321,Credit Card,4,12,0
330,Arthur Nash,1330,General Liability,3229.5789055104174,2047-06-30,2048-06-30,75,Construction,3810388,Cheque,3,12,0
331,Francisco Johnson,1331,General Liability,4203.754107861354,2047-07-31,2048-07-31,58,Construction,3335192,ACH Transfer,3,12,0
332,Elizabeth Hatfield,1332,General Liability,7820.614994179322,2047-08-31,2048-08-31,87,Retail,2035090,ACH Transfer,2,12,0
333,Edward Sawyer,1333,General Liability,1129.5413976678028,2047-09-30,2048-09-30,26,Manufacturing,9233790,ACH Transfer,2,12,0
334,Steven Brooks,1334,General Liability,2044.6537645622461,2047-10-31,2048-10-31,98,Construction,4037270,Cheque,0,12,0
335,Stephanie Lee,1335,General Liability,1414.0237781957749,2047-11-30,2048-11-30,46,Retail,6839013,Credit Card,0,12,0
336,John Wright,1336,General Liability,1366.5592208707312,2047-12-31,2048-12-31,98,Technology,7189975,Credit Card,3,12,0
337,James Orr,1337,General Liability,8699.145256099066,2048-01-31,2049-01-31,29,Retail,8905586,Cheque,3,12,1
338,Luke Tran,1338,General Liability,7332.920734420213,2048-02-29,2049-02-28,4,Retail,1133316,Credit Card,0,12,0
339,Amanda Anderson,1339,General Liability,5267.564461785927,2048-03-31,2049-03-31,81,Construction,4919075,Cheque,0,12,1
340,Brandon Fisher,1340,General Liability,1880.5074458590134,2048-04-30,2049-04-30,99,Consulting,4842297,Credit Card,1,12,1
341,Gary Hill,1341,General Liability,5424.5428760514915,2048-05-31,2049-05-31,13,Consulting,3968452,ACH Transfer,1,12,0
342,Glen Collins,1342,General Liability,5261.245937025091,2048-06-30,2049-06-30,39,Consulting,8174037,Credit Card,0,12,0
343,Carol Jones,1343,General Liability,2558.8168291901366,2048-07-31,2049-07-31,15,Retail,1412743,Cheque,1,12,0
344,Casey Clay,1344,General Liability,4904.664843141758,2048-08-31,2049-08-31,29,Construction,7520105,Cheque,4,12,0
345,Michelle Moore,1345,General Liability,4586.542609576361,2048-09-30,2049-09-30,29,Manufacturing,204195,ACH Transfer,3,12,0
346,Rick Joseph,1346,General Liability,6542.650882469949,2048-10-31,2049-10-31,75,Retail,7108443,Cheque,3,12,0
347,John Moss,1347,General Liability,6715.842857808794,2048-11-30,2049-11-30,32,Retail,5376728,Credit Card,0,12,0
348,Daniel Garcia,1348,General Liability,1407.7360879484006,2048-12-31,2049-12-31,2,Construction,4201036,Credit Card,2,12,1
349,Nicole Day,1349,General Liability,4371.513531638241,2049-01-31,2050-01-31,47,Technology,9827094,ACH Transfer,0,12,0
350,Timothy Cunningham,1350,General Liability,6632.739241428128,2049-02-28,2050-02-28,78,Retail,2265251,Cheque,1,12,0
351,Linda Hopkins,1351,General Liability,5528.226327220789,2049-03-31,2050-03-31,84,Technology,9966460,ACH Transfer,2,12,0
352,Sherry Levy,1352,General Liability,8708.4085706949,2049-04-30,2050-04-30,22,Technology,7403693,Credit Card,1,12,0
353,Jessica Saunders,1353,General Liability,6928.242684570505,2049-05-31,2050-05-31,75,Consulting,3314850,ACH Transfer,4,12,0
354,Jessica Smith,1354,General Liability,2466.409843732867,2049-06-30,2050-06-30,27,Construction,8083439,Cheque,1,12,1
355,William Davis,1355,General Liability,1635.1187266038687,2049-07-31,2050-07-31,67,Technology,8974883,ACH Transfer,4,12,0
356,Brittney Howard,1356,General Liability,6781.773503856841,2049-08-31,2050-08-31,81,Construction,8787479,Cheque,4,12,0
357,Lisa Swanson,1357,General Liability,1238.6017948745964,2049-09-30,2050-09-30,56,Consulting,8368541,Cheque,1,12,0
358,Amanda Carroll,1358,General Liability,6271.98023146117,2049-10-31,2050-10-31,92,Construction,9646263,Credit Card,1,12,1
359,Barbara Lloyd,1359,General Liability,9462.072172824619,2049-11-30,2050-11-30,93,Retail,3049281,Credit Card,4,12,0
360,Sandra Moore,1360,General Liability,6179.26760088291,2049-12-31,2050-12-31,21,Technology,7456061,Credit Card,2,12,0
361,Christopher Juarez,1361,General Liability,4493.529335858697,2050-01-31,2051-01-31,47,Construction,1394929,Cheque,4,12,0
362,Patricia Brown,1362,General Liability,6789.593965981178,2050-02-28,2051-02-28,80,Manufacturing,2604594,ACH Transfer,3,12,0
363,Michael Freeman,1363,General Liability,5124.27601442365,2050-03-31,2051-03-31,59,Construction,1343294,Cheque,4,12,0
364,Kevin Smith,1364,General Liability,5910.551103843414,2050-04-30,2051-04-30,84,Technology,3667675,Credit Card,2,12,0
365,Seth Stone,1365,General Liability,9473.183278988727,2050-05-31,2051-05-31,6,Consulting,7811634,Credit Card,3,12,0
366,Sergio Dyer,1366,General Liability,4474.923740206968,2050-06-30,2051-06-30,19,Consulting,9385424,ACH Transfer,0,12,0
367,Allison Anderson,1367,General Liability,9650.715074415228,2050-07-31,2051-07-31,57,Technology,2514802,Credit Card,0,12,1
368,Christopher Hull,1368,General Liability,9148.155777604574,2050-08-31,2051-08-31,69,Retail,543031,Credit Card,2,12,0
369,Danielle Ross,1369,General Liability,2762.120213103668,2050-09-30,2051-09-30,3,Retail,9579276,Credit Card,4,12,0
370,Calvin Compton,1370,General Liability,1624.251707876489,2050-10-31,2051-10-31,1,Consulting,6544345,ACH Transfer,1,12,0
371,James French,1371,General Liability,1907.0020123968397,2050-11-30,2051-11-30,58,Consulting,2890373,Cheque,2,12,0
372,Crystal Francis,1372,General Liability,1163.9964308639476,2050-12-31,2051-12-31,38,Technology,4016643,Credit Card,3,12,1
373,Richard Cole,1373,General Liability,1849.9866468033556,2051-01-31,2052-01-31,15,Retail,7161183,ACH Transfer,3,12,0
374,Timothy Erickson,1374,General Liability,7147.0609607472115,2051-02-28,2052-02-28,34,Consulting,3387058,Credit Card,0,12,0
375,Carla Norman,1375,General Liability,1640.6978361420609,2051-03-31,2052-03-31,61,Retail,5610493,ACH Transfer,3,12,0
376,Jacob Smith,1376,General Liability,3870.7806726438516,2051-04-30,2052-04-30,35,Consulting,390998,Credit Card,2,12,0
377,Mr. Jerry Bradshaw,1377,General Liability,8603.87779872509,2051-05-31,2052-05-31,64,Construction,4955920,ACH Transfer,3,12,0
378,Stephanie Lyons,1378,General Liability,1209.4474216224328,2051-06-30,2052-06-30,25,Manufacturing,1928022,Credit Card,2,12,0
379,Regina Parker,1379,General Liability,8330.21634330042,2051-07-31,2052-07-31,24,Construction,6467712,Cheque,1,12,0
380,Nancy Richards,1380,General Liability,3536.6929729605995,2051-08-31,2052-08-31,12,Consulting,1509854,Credit Card,0,12,1
381,Seth Warren,1381,General Liability,2063.4834485949063,2051-09-30,2052-09-30,18,Manufacturing,8097043,ACH Transfer,3,12,0
382,Stephen Grant,1382,General Liability,7270.634488277356,2051-10-31,2052-10-31,15,Manufacturing,281360,Credit Card,2,12,0
383,Kaylee Clark PhD,1383,General Liability,6660.4856210189555,2051-11-30,2052-11-30,80,Consulting,2544026,Cheque,4,12,1
384,Kelly Mcclain,1384,General Liability,8897.248121743476,2051-12-31,2052-12-31,27,Consulting,2615419,Credit Card,0,12,0
385,Erik Hansen,1385,General Liability,7615.639394234972,2052-01-31,2053-01-31,72,Retail,5632410,ACH Transfer,1,12,0
386,Lori Martinez,1386,General Liability,8231.328373463637,2052-02-29,2053-02-28,60,Consulting,4238286,ACH Transfer,2,12,0
387,Adam Mooney,1387,General Liability,3538.3111531417585,2052-03-31,2053-03-31,46,Technology,9779818,Cheque,1,12,0
388,Jared Hill,1388,General Liability,2596.9558940175057,2052-04-30,2053-04-30,89,Consulting,8433100,ACH Transfer,1,12,0
389,Andrew Booth,1389,General Liability,7755.532764767725,2052-05-31,2053-05-31,17,Technology,6993728,Credit Card,3,12,0
390,Christopher Camacho,1390,General Liability,8261.512653405376,2052-06-30,2053-06-30,93,Consulting,3684197,Credit Card,3,12,1
391,Trevor Roberts,1391,General Liability,9914.546278006059,2052-07-31,2053-07-31,53,Retail,411955,Credit Card,2,12,0
392,Alexander Garcia,1392,General Liability,4713.559092202839,2052-08-31,2053-08-31,8,Technology,2227599,ACH Transfer,4,12,0
393,James Butler,1393,General Liability,4348.162772135049,2052-09-30,2053-09-30,79,Construction,5033594,Credit Card,2,12,0
394,Douglas Walsh,1394,General Liability,7987.716646677972,2052-10-31,2053-10-31,27,Technology,4935451,Credit Card,4,12,0
395,Samantha Beltran,1395,General Liability,4067.2318622771604,2052-11-30,2053-11-30,46,Retail,4482794,Credit Card,1,12,0
396,Emily Mcdaniel,1396,General Liability,9376.815930432083,2052-12-31,2053-12-31,50,Technology,7423494,Cheque,0,12,0
397,Lori Walker,1397,General Liability,8725.714766587105,2053-01-31,2054-01-31,71,Consulting,6799144,ACH Transfer,2,12,1
398,Jeffrey Mccall,1398,General Liability,4860.946246375165,2053-02-28,2054-02-28,3,Consulting,4798713,ACH Transfer,2,12,0
399,Dr. Isabella Maxwell,1399,General Liability,7757.839610123477,2053-03-31,2054-03-31,93,Retail,7967791,ACH Transfer,4,12,0
400,Kimberly Andrews,1400,General Liability,7790.885866762141,2053-04-30,2054-04-30,64,Manufacturing,3890328,Cheque,1,12,0
401,Brandi Quinn,1401,General Liability,1928.1148195233936,2053-05-31,2054-05-31,44,Consulting,5389730,ACH Transfer,1,12,0
402,Amanda Rich,1402,General Liability,9122.9761601161,2053-06-30,2054-06-30,53,Construction,4537610,Cheque,4,12,0
403,Teresa Daniel,1403,General Liability,5547.271352030714,2053-07-31,2054-07-31,24,Retail,3339536,Cheque,1,12,0
404,Tonya Austin,1404,General Liability,8438.117194969675,2053-08-31,2054-08-31,60,Technology,2426133,ACH Transfer,3,12,0
405,Susan Preston,1405,General Liability,3880.4464092755056,2053-09-30,2054-09-30,3,Technology,8048140,Credit Card,0,12,0
406,Steven Jones,1406,General Liability,9059.709056465805,2053-10-31,2054-10-31,20,Construction,5820626,Credit Card,2,12,0
407,Aaron Marsh,1407,General Liability,4502.815108607469,2053-11-30,2054-11-30,46,Consulting,6321714,ACH Transfer,0,12,0
408,Christopher Peterson,1408,General Liability,1097.5388633226853,2053-12-31,2054-12-31,15,Retail,6474825,ACH Transfer,2,12,0
409,Nicole Bonilla,1409,General Liability,9148.437787773373,2054-01-31,2055-01-31,25,Construction,5105858,Cheque,3,12,1
410,Jennifer Sullivan,1410,General Liability,1821.580091075202,2054-02-28,2055-02-28,94,Consulting,7128722,ACH Transfer,1,12,0
411,Dwayne Morris,1411,General Liability,3873.8227383137337,2054-03-31,2055-03-31,78,Retail,8321252,Cheque,4,12,0
412,Mr. John Smith,1412,General Liability,9550.557703457243,2054-04-30,2055-04-30,71,Technology,9075708,ACH Transfer,3,12,0
413,Monique Bond,1413,General Liability,9555.464322438005,2054-05-31,2055-05-31,17,Retail,3515871,Credit Card,0,12,0
414,James Johnson,1414,General Liability,6160.940993109575,2054-06-30,2055-06-30,84,Manufacturing,1977971,Credit Card,4,12,0
415,Stephen Alexander,1415,General Liability,6686.534909528194,2054-07-31,2055-07-31,9,Retail,8097488,ACH Transfer,1,12,0
416,Crystal Lowe,1416,General Liability,5036.009697804878,2054-08-31,2055-08-31,38,Manufacturing,6914612,Cheque,3,12,0
417,Jennifer Sanders,1417,General Liability,3638.896945282581,2054-09-30,2055-09-30,48,Retail,5063401,Credit Card,4,12,1
418,Kristina Francis,1418,General Liability,3957.9809083292434,2054-10-31,2055-10-31,60,Manufacturing,2966757,Cheque,3,12,0
419,Bethany Medina,1419,General Liability,7052.666104693346,2054-11-30,2055-11-30,63,Technology,9825529,ACH Transfer,3,12,0
420,Thomas Harris,1420,General Liability,7771.37076493912,2054-12-31,2055-12-31,86,Consulting,6013318,ACH Transfer,1,12,0
421,Mark Murphy,1421,General Liability,8124.211393532637,2055-01-31,2056-01-31,2,Manufacturing,6841286,Credit Card,2,12,1
422,Jimmy Hernandez,1422,General Liability,8106.563285150985,2055-02-28,2056-02-28,88,Manufacturing,1677969,ACH Transfer,4,12,0
423,Makayla Burnett,1423,General Liability,1820.8549274382133,2055-03-31,2056-03-31,72,Technology,3751387,Credit Card,1,12,0
424,Jeanette Jones,1424,General Liability,5449.782742323233,2055-04-30,2056-04-30,11,Manufacturing,1811672,Cheque,3,12,0
425,Heather Morales,1425,General Liability,1518.0288401497985,2055-05-31,2056-05-31,64,Construction,6005950,Credit Card,1,12,0
426,Robert Mendoza,1426,General Liability,5945.75994091362,2055-06-30,2056-06-30,77,Technology,3312883,Credit Card,2,12,0
427,Richard Washington,1427,General Liability,4973.774512360393,2055-07-31,2056-07-31,81,Construction,3128631,Cheque,4,12,1
428,Anna Scott,1428,General Liability,8989.337644824698,2055-08-31,2056-08-31,72,Technology,7332212,Credit Card,2,12,0
429,Courtney Weiss,1429,General Liability,4158.235112968709,2055-09-30,2056-09-30,21,Manufacturing,6523959,Credit Card,0,12,1
430,Valerie Lewis,1430,General Liability,2053.603147848453,2055-10-31,2056-10-31,18,Construction,7084297,ACH Transfer,4,12,0
431,Kelly Hernandez,1431,General Liability,2286.9251384755225,2055-11-30,2056-11-30,94,Manufacturing,4124733,Cheque,2,12,0
432,Leah Long,1432,General Liability,7853.5956854572505,2055-12-31,2056-12-31,64,Technology,4959221,Credit Card,3,12,0
433,Shelby Torres MD,1433,General Liability,6563.96256984635,2056-01-31,2057-01-31,82,Manufacturing,9902630,Cheque,4,12,0
434,Ryan Fleming,1434,General Liability,1910.104085105112,2056-02-29,2057-02-28,95,Construction,3901250,Cheque,4,12,1
