AuditableRequestId,CreatedDateTime,EffectiveDate,ExpirationDate,Number,QuoteId,TotalPremium,address[0].StateOrProvinceCode,insured.Address.City,insured.Address.CountryCode,insured.Address.Line1,insured.Address.PostalCode,insured.Address.StateOrProvinceName,insured.Business.NAICS,insured.Business.SIC,insured[0].Address.City,insured[0].Address.CountryCode,insured[0].Address.Line1,insured[0].Address.Line2,insured[0].Address.PostalCode,insured[0].Address.StateOrProvinceName,insured[0].CountryCode,insured[0].GivenName,insured[0].Surname,location.StateOrProvinceCode,producer.FullName,quoteId
True,2024-02-21 12:05:24.330,2024-02-21 12:05:00,2025-02-21 12:05:00,,257,,NY,Brooklyn,USA,123,11225,NY,,,Brooklyn,USA,123,street,11225,NY,USA,abc,abc,NY,Acme Producer,257
,2024-02-21 12:11:59.840,2024-02-21 00:00:00,2025-08-21 00:00:00,,258,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,abc,abd,NY,IMS_Test,258
,2024-02-21 12:43:31.330,2024-02-15 00:00:00,2025-08-15 00:00:00,,259,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,259
,2024-02-21 13:04:23.157,2024-02-15 00:00:00,2025-08-15 00:00:00,,260,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,260
,2024-02-21 13:08:57.680,2024-02-15 00:00:00,2025-08-15 00:00:00,,261,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,261
,2024-02-21 13:27:31.310,2024-02-15 00:00:00,2025-08-15 00:00:00,,262,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,262
,2024-02-21 13:44:20.493,2024-02-15 00:00:00,2025-08-15 00:00:00,,263,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,263
,2024-02-21 13:55:21.567,2024-02-15 00:00:00,2025-08-15 00:00:00,,264,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,264
,2024-02-21 14:07:44.483,2024-02-15 00:00:00,2025-08-15 00:00:00,,265,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,265
,2024-02-21 16:09:56.147,2024-02-21 00:00:00,2025-08-21 00:00:00,,266,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ims,ims,NY,IMS_Test,266
True,2024-02-21 16:33:25.573,2024-02-21 00:00:00,2025-08-21 00:00:00,,267,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ims,ims,NY,Acme Producer,267
,2024-02-22 11:27:07.293,2023-12-18 00:00:00,2024-12-18 00:00:00,,268,,NY,Blue Point,USA,street,11715,NY,,,Blue Point,USA,street,,11715,NY,USA,urban,company,NY,IMS_Test,268
,2024-02-22 11:31:35.257,2023-12-18 00:00:00,2024-12-18 00:00:00,,269,,NY,Blue Point,USA,street,11715,NY,,,Blue Point,USA,street,,11715,NY,USA,urban,company,NY,Acme Producer,269
,2024-02-22 11:32:33.703,2023-12-18 00:00:00,2024-12-18 00:00:00,,270,,NY,Blue Point,USA,street,11715,NY,,,Blue Point,USA,street,,11715,NY,USA,urban,company,NY,Acme Producer,270
,2024-02-22 11:34:34.563,2023-12-18 00:00:00,2024-12-18 00:00:00,,271,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,abc,abd,NY,Acme Producer,271
True,2024-02-22 11:54:44.303,2024-02-22 11:55:00,2025-02-22 11:55:00,,274,,NY,Brooklyn,USA,123,11225,NY,,,Brooklyn,USA,123,street,11225,NY,USA,abcd,abcd,NY,Acme Producer,274
,2024-02-22 12:06:25.547,2024-02-15 00:00:00,2025-08-15 00:00:00,,275,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,275
,2024-02-22 16:14:00.787,2024-02-22 00:00:00,2025-08-22 00:00:00,,276,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Test,insured,NY,Acme Producer,276
,2024-02-22 16:18:14.883,2024-02-22 00:00:00,2025-08-22 00:00:00,,277,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,Test,Insured,NY,Acme Producer,277
,2024-02-23 11:18:00.123,2024-02-15 00:00:00,2025-08-15 00:00:00,,278,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,278
,2024-02-23 11:34:53.343,2024-02-15 00:00:00,2025-08-15 00:00:00,,279,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,279
,2024-02-23 13:58:10.063,2024-02-15 00:00:00,2025-08-15 00:00:00,,280,,NY,NEW YORK,USA,1867 test address,10011,NY,,,NEW YORK,USA,1867 test address,,10011,NY,USA,ims,ims,NY,Acme Producer,280
,2024-02-23 14:58:23.830,2024-02-23 00:00:00,2025-08-23 00:00:00,,281,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ims,ins,NY,Acme Producer,281
,2024-02-23 15:51:35.460,2024-02-15 00:00:00,2025-08-15 00:00:00,,282,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,282
,2024-02-23 15:57:32.857,2024-02-23 00:00:00,2025-08-23 00:00:00,,283,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ins,ins,NY,Acme Producer,283
,2024-02-23 16:05:25.667,2024-02-23 00:00:00,2025-08-23 00:00:00,,284,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ins,ins,NY,Acme Producer,284
,2024-02-23 16:31:45.747,2024-02-15 00:00:00,2025-08-15 00:00:00,,285,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,285
,2024-02-23 17:04:47.043,2024-02-23 00:00:00,2025-08-23 00:00:00,,286,,NY,BROOKLYN,USA,183 EMPIRE BLVD,11225,NY,,,BROOKLYN,USA,183 EMPIRE BLVD,,11225,NY,USA,ins,ims,NY,Acme Producer,286
,2024-02-23 19:50:43.250,2024-02-23 00:00:00,2025-02-23 00:00:00,,287,,NY,JERICHO,USA,"420 JERICHO TURNPIKE, SUITE 215",11753,NY,,,JERICHO,USA,"420 JERICHO TURNPIKE, SUITE 215",,11753,NY,USA,John,Parker,NY,Acme Producer,287
,2024-02-26 19:59:11.420,2024-02-15 00:00:00,2025-08-15 00:00:00,,288,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,288
,2024-02-27 14:52:54.677,2024-02-27 00:00:00,2025-02-27 00:00:00,,289,,NY,MELVILLE,USA,125 BAYLIS RD,11734,NY,,,MELVILLE,USA,125 BAYLIS RD,,11734,NY,USA,FCS VII Inc,,NY,Acme Producer,289
,2024-02-27 15:01:52.167,2024-02-27 00:00:00,2025-02-27 00:00:00,,290,,NY,MELVILLE,USA,125 BAYLIS RD,11734,NY,,,MELVILLE,USA,125 BAYLIS RD,,11734,NY,USA,FCS VII Inc,,NY,Acme Producer,290
,2024-02-27 15:51:55.290,2024-02-15 00:00:00,2025-08-15 00:00:00,,291,,NY,NEW YORK,USA,47 W 13TH ST,10011,NY,,,NEW YORK,USA,47 W 13TH ST,,10011,NY,USA,ims,ims,NY,Acme Producer,291
